ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4713	"FBgn0010303"	"hep"	chrX	-	13084244	13084570	13082807	13083098	13085595	13085751	4713	218,171,105	3,4,8	183,176,165	13,5,22	400	74	0.0261987225565	0.264933217823	0.931,0.888,0.708	0.723,0.867,0.581	0.119
583	"FBgn0005640"	"Eip63E"	chr3L	+	3588041	3588080	3578288	3578480	3593328	3593546	583	148,122,119	16,17,12	197,106,149	13,7,10	113	74	0.0261188755481	0.264933217823	0.858,0.825,0.867	0.908,0.908,0.907	-0.058
954	"FBgn0030052"	"CG12065"	chrX	+	8575347	8575490	8574305	8574407	8583540	8584255	954	1639,1342,1262	33,32,15	2142,1767,1931	63,55,37	217	74	0.026274095051	0.264933217823	0.944,0.935,0.966	0.921,0.916,0.947	0.02
382	"FBgn0037336"	"CG2519"	chr3R	-	5545670	5545742	5544746	5545068	5546192	5546400	382	25,29,21	12,10,9	48,17,18	10,0,5	146	74	0.0264102331014	0.26579588149	0.514,0.595,0.542	0.709,1.0,0.646	-0.235
4199	"FBgn0262738"	"norpA"	chrX	+	4353943	4354023	4353466	4353613	4357039	4357276	4199	68,58,50	1,2,0	124,91,103	3,7,2	154	74	0.0265207944957	0.2664468056	0.97,0.933,1.0	0.952,0.862,0.961	0.043
818	"FBgn0011586"	"e(r)"	chrX	-	8905504	8905588	8904358	8905384	8906108	8906248	818	354,264,354	7,5,4	461,449,235	16,10,9	158	74	0.0266090680777	0.266871948752	0.959,0.961,0.976	0.931,0.955,0.924	0.029
4041	"FBgn0027084"	"Aats-lys"	chrX	-	9608421	9608655	9607628	9608292	9608718	9608841	4041	94,51,76	266,213,245	100,38,58	362,250,252	308	74	0.0267217321025	0.267539824688	0.078,0.054,0.069	0.062,0.035,0.052	0.017
103	"FBgn0010786"	"l(3)02640"	chr3L	+	1335943	1336016	1334888	1335288	1337270	1337540	103	379,406,470	5,15,6	676,401,380	9,1,5	147	74	0.0270673370748	0.27053360825	0.974,0.932,0.975	0.974,0.995,0.975	-0.021
1299	"FBgn0266521"	"stai"	chr2L	+	6122697	6122853	6122263	6122410	6122977	6124653	1299	601,531,522	24,19,17	273,378,293	18,14,23	230	74	0.027308377411	0.272473793171	0.89,0.9,0.908	0.83,0.897,0.804	0.056
2384	"FBgn0032006"	"Pvr"	chr2L	-	8226928	8227150	8226457	8226606	8228493	8229011	2384	276,220,150	3,2,1	479,250,230	5,7,7	296	74	0.027563503849	0.274547627532	0.958,0.965,0.974	0.96,0.899,0.891	0.049
6678	"FBgn0019886"	"Letm1"	chr2R	-	24514535	24514870	24510853	24513171	24515230	24515320	6678	557,485,457	0,1,0	843,607,690	6,5,1	409	74	0.0279116036808	0.277538840025	1.0,0.989,1.0	0.962,0.956,0.992	0.026
3409	"FBgn0027279"	"l(1)G0196"	chrX	+	22501671	22502305	22498306	22498619	22502635	22502869	3409	630,578,494	49,30,53	843,508,487	53,22,17	708	74	0.0279674518609	0.277618791378	0.573,0.668,0.493	0.624,0.707,0.75	-0.116
4815	"FBgn0004509"	"Fur1"	chr3R	-	25417937	25417964	25396711	25397562	25431916	25431981	4815	59,57,38	0,0,2	165,113,137	6,2,4	101	74	0.0280454793101	0.277918256576	1.0,1.0,0.933	0.953,0.976,0.962	0.014
172	"FBgn0032456"	"MRP"	chr2L	+	12729930	12730151	12726745	12727116	12737958	12738176	172	1132,913,819	32,39,34	1887,872,798	30,34,24	295	74	0.0283358131721	0.279840250154	0.899,0.854,0.858	0.94,0.865,0.893	-0.029
4781	"FBgn0259214"	"PMCA"	chr4	-	351585	351827	350602	350690	351883	352126	4781	880,684,587	5,4,5	1603,1053,858	1,1,1	316	74	0.0282960661503	0.279840250154	0.976,0.976,0.965	0.997,0.996,0.995	-0.024
6203	"FBgn0261278"	"grp"	chr2L	+	16684497	16684607	16680053	16680276	16690901	16691192	6203	18,22,12	196,210,174	26,14,7	312,261,291	184	74	0.0286752501321	0.282711676599	0.036,0.04,0.027	0.032,0.021,0.01	0.013
3147	"FBgn0005632"	"faf"	chr3R	+	31777637	31777751	31777417	31777564	31778171	31778758	3147	14,20,5	1,0,0	41,13,9	1,4,0	188	74	0.0287599020485	0.283065679993	0.846,1.0,1.0	0.942,0.561,1.0	0.114
2091	"FBgn0039970"	"CG17508"	chr2R	+	5610063	5610256	5609012	5609489	5611191	5611586	2091	477,391,502	25,26,20	758,447,403	24,13,17	267	74	0.028897125195	0.283935035545	0.841,0.807,0.874	0.897,0.905,0.868	-0.049
1152	"FBgn0250867"	"CG42238"	chr2L	-	20969164	20969523	20965519	20967746	21051773	21052164	1152	32,25,13	60,43,52	32,45,50	56,85,45	433	74	0.0290683367847	0.285134850859	0.084,0.09,0.041	0.089,0.083,0.16	-0.039
3831	"FBgn0011656"	"Mef2"	chr2R	-	9940744	9940953	9934318	9934377	9958123	9958858	3831	126,118,80	61,42,38	159,90,118	54,28,28	283	74	0.0293510279292	0.287422292049	0.351,0.424,0.355	0.435,0.457,0.524	-0.095
1908	"FBgn0039897"	"CG1674"	chr4	+	236394	236475	234264	234345	237268	237559	1908	25,29,11	3,3,2	13,20,18	1,2,0	155	74	0.0301532746833	0.294285825354	0.799,0.822,0.724	0.861,0.827,1.0	-0.114
3020	"FBgn0263391"	"hts"	chr2R	-	19423593	19423797	19418556	19418605	19424822	19424903	3020	636,521,453	24,11,14	803,491,511	57,20,13	278	74	0.0301089180702	0.294285825354	0.876,0.927,0.896	0.789,0.867,0.913	0.043
2630	"FBgn0003371"	"sgg"	chrX	+	2669633	2669753	2659147	2661093	2669912	2670103	2630	50,55,56	13,11,16	85,53,70	27,23,36	194	74	0.0303667127167	0.295871645547	0.595,0.656,0.572	0.546,0.468,0.426	0.128
6033	"FBgn0039137"	"CG13604"	chr3R	-	23991773	23991875	23991085	23991255	23992046	23992242	6033	39,32,43	2,3,0	50,25,18	4,3,4	176	74	0.0304705217706	0.296385795514	0.891,0.818,1.0	0.84,0.778,0.654	0.146
2279	"FBgn0033159"	"Dscam1"	chr2R	-	7341707	7341995	7332260	7332380	7347848	7348010	2279	5,4,0	4,0,1	46,24,11	5,3,0	362	74	0.0305740906966	0.296400241528	0.204,1.0,0.0	0.653,0.621,1.0	-0.357
681	"FBgn0031220"	"CG4822"	chr2L	-	119287	119375	119133	119235	119430	119554	681	3505,3103,2727	40,22,23	3111,1515,1258	45,18,17	162	74	0.0305695794278	0.296400241528	0.976,0.985,0.982	0.969,0.975,0.971	0.009
785	"FBgn0051145"	"CG31145"	chr3R	-	23608718	23608799	23607524	23607665	23611892	23612136	785	264,271,238	4,5,3	372,159,134	3,0,0	155	74	0.0306615850474	0.296753040617	0.969,0.963,0.974	0.983,1.0,1.0	-0.026
4580	"FBgn0263120"	"Acsl"	chr2R	+	8674646	8674871	8666170	8666311	8678429	8678868	4580	679,539,512	5,6,2	1076,611,354	5,0,0	299	74	0.0308828413554	0.298397104411	0.971,0.957,0.984	0.982,1.0,1.0	-0.023
6726	"FBgn0053100"	"4EHP"	chr3R	-	24101295	24102046	24067365	24068064	24106824	24107284	6726	1701,1299,1348	5,4,5	1543,1184,840	2,3,0	825	74	0.0314192656111	0.303075872764	0.968,0.967,0.96	0.986,0.973,1.0	-0.021
2200	"FBgn0027492"	"wdb"	chr3R	-	27580156	27580325	27568278	27568591	27581143	27581543	2200	168,123,93	2,1,1	202,215,266	3,4,8	243	74	0.0316623920188	0.303637627905	0.962,0.974,0.966	0.953,0.942,0.91	0.032
4579	"FBgn0263120"	"Acsl"	chr2R	+	8666767	8666794	8666170	8666311	8676471	8676607	4579	16,12,2	2,0,1	7,4,1	3,1,1	101	74	0.0316866544705	0.303637627905	0.854,1.0,0.594	0.631,0.746,0.423	0.216
5896	"FBgn0040297"	"Nhe2"	chr2L	+	21131230	21131463	21128739	21129082	21132033	21134255	5896	59,44,37	15,9,20	114,62,51	22,8,7	307	74	0.0316700715254	0.303637627905	0.487,0.541,0.308	0.555,0.651,0.637	-0.169
6366	"FBgn0023023"	"CRMP"	chr3R	+	5576174	5576413	5575778	5575925	5577592	5577828	6366	58,39,60	0,0,0	64,31,30	4,0,1	313	74	0.0316855556631	0.303637627905	1.0,1.0,1.0	0.791,1.0,0.876	0.111
3123	"FBgn0086676"	"spin"	chr2R	+	16133421	16133683	16132308	16132635	16136026	16136125	3123	735,663,621	0,1,2	790,263,192	5,5,0	336	74	0.0323908061028	0.308886644176	1.0,0.993,0.986	0.972,0.921,1.0	0.029
3894	"FBgn0259228"	"C3G"	chrX	-	6789711	6791161	6788460	6789051	6803106	6803593	3894	41,39,25	10,2,2	72,70,51	30,15,16	1524	74	0.0323940014299	0.308886644176	0.166,0.486,0.378	0.104,0.185,0.134	0.202
4444	"FBgn0030883"	"CG7772"	chrX	-	17906652	17906878	17906030	17906337	17906951	17907261	4444	296,252,360	1,2,0	390,136,114	5,3,0	300	74	0.0323687700339	0.308886644176	0.986,0.969,1.0	0.951,0.918,1.0	0.029
6136	"FBgn0020389"	"Papss"	chr3L	+	19848169	19848398	19845292	19845630	19858377	19858492	6136	75,86,85	61,55,59	182,99,113	83,51,67	303	74	0.0325258941087	0.309635847687	0.231,0.276,0.26	0.349,0.322,0.292	-0.065
418	"FBgn0004907"	"14-3-3zeta"	chr2R	+	10105940	10106104	10105701	10105825	10107466	10108474	418	1547,1361,1690	22,19,20	2352,1037,1206	39,28,22	238	74	0.0327592880875	0.311347276472	0.956,0.957,0.963	0.949,0.92,0.945	0.021
4586	"FBgn0263120"	"Acsl"	chr2R	+	8676471	8676607	8666170	8666311	8678429	8678868	4586	439,433,344	5,6,2	759,332,288	5,0,0	210	74	0.0328344500745	0.311551718272	0.969,0.962,0.984	0.982,1.0,1.0	-0.022
4136	"FBgn0028577"	"pUf68"	chr3L	-	1501350	1501406	1500244	1500388	1501798	1501892	4136	20,18,10	8,12,14	18,28,12	22,43,25	130	74	0.0329125970302	0.311783769909	0.587,0.461,0.289	0.318,0.27,0.215	0.178
3975	"FBgn0038893"	"CG6353"	chr3R	-	21662718	21662743	21661185	21662219	21662809	21662972	3975	301,307,385	9,5,8	572,417,408	9,1,5	99	74	0.0331273196826	0.313306751461	0.962,0.979,0.973	0.979,0.997,0.984	-0.015
6153	"FBgn0050118"	"CG30118"	chr2R	-	18436596	18436728	18432646	18432775	18437574	18437612	6153	14,11,13	85,77,79	15,6,10	197,67,88	206	74	0.0335044640841	0.315844842429	0.056,0.049,0.056	0.027,0.031,0.039	0.021
6418	"FBgn0261552"	"ps"	chr3R	+	9444010	9444076	9436834	9437118	9445043	9445187	6418	125,109,49	12,17,9	234,180,151	32,8,5	140	74	0.0334584332001	0.315844842429	0.846,0.772,0.742	0.794,0.922,0.941	-0.099
2188	"FBgn0019660"	"roX2"	chrX	+	11579511	11579528	11579385	11579399	11579669	11580100	2188	9,9,4	3,2,5	8,1,6	7,12,5	91	74	0.0335698967844	0.31594876925	0.709,0.785,0.394	0.482,0.063,0.494	0.283
135	"FBgn0033494"	"KCNQ"	chr2R	-	10148632	10149094	10148081	10148152	10150855	10151052	135	9,9,9	1,2,1	9,8,18	12,3,5	536	74	0.0340712665676	0.319115878965	0.554,0.383,0.554	0.094,0.269,0.332	0.265
2507	"FBgn0000084"	"AnxB10"	chrX	-	20171928	20171931	20171444	20171648	20172040	20172222	2507	288,310,347	16,12,14	270,121,84	22,5,10	77	74	0.0340547852262	0.319115878965	0.945,0.961,0.96	0.922,0.959,0.89	0.032
6069	"FBgn0023407"	"B4"	chr2L	-	13546910	13547161	13534906	13535026	13549131	13549328	6069	211,188,181	1,1,2	209,154,144	2,7,1	325	74	0.0340022574932	0.319115878965	0.98,0.977,0.954	0.96,0.834,0.97	0.049
852	"FBgn0034093"	"CG15706"	chr2R	-	16226656	16226774	16225106	16225325	16230077	16230680	852	34,31,25	1,2,1	46,31,36	0,0,1	192	74	0.03416096113	0.319440742805	0.929,0.857,0.906	1.0,1.0,0.933	-0.08
1234	"FBgn0005672"	"spi"	chr2L	-	19571571	19571767	19567899	19569226	19577185	19577315	1234	1942,1572,1709	296,220,225	2324,2158,2766	357,222,206	270	74	0.0342773664848	0.320013934369	0.643,0.662,0.676	0.641,0.727,0.786	-0.058
1490	"FBgn0035049"	"Mmp1"	chr2R	-	24672550	24672851	24671293	24672306	24675062	24675141	1490	148,125,116	8,4,4	94,78,69	12,7,3	375	74	0.0345077176226	0.321647377583	0.785,0.86,0.851	0.607,0.687,0.819	0.128
3707	"FBgn0085443"	"spri"	chrX	-	10522802	10523564	10519347	10519777	10575389	10576156	3707	668,604,365	9,18,5	1156,607,603	14,4,7	836	74	0.0348442552513	0.324263766417	0.868,0.748,0.866	0.88,0.931,0.884	-0.071
6807	"FBgn0016754"	"sba"	chr3R	-	23921517	23921709	23920006	23920846	23922895	23922973	6807	52,32,26	3,5,2	57,44,45	9,6,16	266	74	0.035289831153	0.327884879209	0.828,0.64,0.783	0.638,0.671,0.439	0.168
5231	"FBgn0260934"	"par-1"	chr2R	+	19477615	19477704	19473804	19473967	19478741	19478865	5231	417,365,350	6,7,2	686,457,307	4,2,2	163	74	0.0358126878142	0.332211306928	0.969,0.959,0.988	0.987,0.99,0.986	-0.016
984	"FBgn0261041"	"stj"	chr2R	+	13812437	13812491	13810752	13810836	13813799	13813880	984	57,42,52	86,93,61	63,48,30	150,103,73	128	74	0.0359279635073	0.332749097427	0.277,0.207,0.33	0.195,0.212,0.192	0.072
4531	"FBgn0259175"	"ome"	chr3L	+	14736042	14736135	14706750	14706878	14744188	14744443	4531	212,204,156	1,3,1	168,169,155	6,3,2	167	74	0.0360051517486	0.332932987586	0.989,0.968,0.986	0.925,0.961,0.972	0.028
2350	"FBgn0036043"	"CG8177"	chr3L	+	9765608	9765803	9763543	9764193	9771654	9771919	2350	16,15,8	80,105,35	18,4,0	104,74,38	269	74	0.0361434915258	0.333680851018	0.052,0.038,0.059	0.045,0.015,0.0	0.03
4573	"FBgn0037120"	"CG11247"	chr3L	-	21726162	21726727	21725554	21725950	21728286	21728673	4573	781,647,655	7,1,3	1017,667,753	4,1,0	639	74	0.0366265076824	0.337068352	0.928,0.987,0.962	0.967,0.987,1.0	-0.026
5710	"FBgn0036318"	"Wbp2"	chr3L	+	12851308	12851722	12850914	12851153	12852426	12852521	5710	1201,1185,1247	5,10,11	1450,484,485	5,3,1	488	74	0.0366163476359	0.337068352	0.973,0.947,0.945	0.978,0.961,0.987	-0.02
3173	"FBgn0001105"	"Gbeta13F"	chrX	+	15860744	15861153	15860114	15860250	15861235	15861492	3173	345,272,212	32,24,23	368,323,266	44,57,32	483	74	0.0369078179862	0.33882286573	0.623,0.635,0.585	0.562,0.465,0.56	0.085
5462	"FBgn0034433"	"EndoB"	chr2R	-	19309662	19309698	19309392	19309583	19309815	19310313	5462	6,14,12	41,36,41	7,5,1	49,35,9	110	74	0.0369338512153	0.33882286573	0.09,0.207,0.165	0.088,0.088,0.07	0.072
2375	"FBgn0261113"	"Xrp1"	chr3R	+	18919422	18919512	18918259	18918625	18925077	18925796	2375	1270,1263,985	42,35,40	1663,980,815	68,52,36	164	74	0.0370574367888	0.33942040289	0.932,0.942,0.917	0.917,0.895,0.911	0.023
6212	"FBgn0040056"	"CG17698"	chr3L	+	23746189	23746544	23737959	23738184	23747872	23748060	6212	537,442,413	0,0,0	535,391,326	2,4,3	429	74	0.0372164089504	0.340339664213	1.0,1.0,1.0	0.979,0.944,0.949	0.043
5921	"FBgn0026238"	"gus"	chr2R	-	5121772	5121840	5120762	5121652	5128225	5128321	5921	13,12,9	67,45,47	11,10,6	87,92,51	142	74	0.0376472988597	0.343738780626	0.092,0.122,0.091	0.062,0.054,0.058	0.044
3864	"FBgn0261403"	"sxc"	chr2R	+	5320007	5320191	5316268	5316479	5320247	5320316	3864	468,386,297	8,2,1	578,449,326	3,1,0	258	74	0.0377546301939	0.344177609947	0.944,0.982,0.988	0.982,0.992,1.0	-0.02
756	"FBgn0052343"	"Atac3"	chr3L	-	326703	326724	326421	326539	326866	327079	756	3,4,6	67,71,76	1,0,7	105,54,169	95	74	0.0378466234044	0.344475457852	0.034,0.042,0.058	0.007,0.0,0.031	0.032
1224	"FBgn0086690"	"cp309"	chr3L	-	15080945	15081161	15075919	15076045	15081332	15081473	1224	61,64,34	1,3,0	169,92,76	6,7,3	290	74	0.0381348645712	0.346555803701	0.94,0.845,1.0	0.878,0.77,0.866	0.09
783	"FBgn0051145"	"CG31145"	chr3R	-	23635277	23635321	23626596	23627460	23653738	23653768	783	98,85,64	2,1,1	211,166,127	9,4,3	118	74	0.0382902771228	0.347424436331	0.968,0.982,0.976	0.936,0.963,0.964	0.021
343	"FBgn0266694"	"CR45184"	chr3L	-	827422	827469	826945	827001	827876	829851	343	8,11,16	2,9,8	25,16,7	5,4,1	121	74	0.0383879454913	0.34776723786	0.71,0.428,0.55	0.754,0.71,0.811	-0.196
709	"FBgn0024811"	"Crk"	chr4	+	211589	211794	210557	210680	212627	212729	709	686,520,599	37,21,29	842,556,464	42,41,41	279	74	0.0385081421344	0.348312743574	0.831,0.868,0.846	0.842,0.782,0.75	0.057
4538	"FBgn0010434"	"cora"	chr2R	+	19237741	19237771	19236941	19237063	19238151	19238314	4538	5,2,2	194,205,129	8,8,14	430,214,312	104	74	0.0394027262261	0.355850126275	0.018,0.007,0.011	0.013,0.026,0.031	-0.011
2736	"FBgn0005427"	"ewg"	chrX	-	271801	271875	271487	271613	272421	272883	2736	5,10,6	7,7,3	23,6,11	8,0,4	148	74	0.0404924603222	0.364557700916	0.263,0.417,0.5	0.59,1.0,0.579	-0.33
4466	"FBgn0040305"	"MTF-1"	chr3L	+	9433898	9434046	9430311	9431333	9434395	9434498	4466	8,7,13	2,2,0	32,8,38	0,1,0	222	74	0.0404434224627	0.364557700916	0.571,0.538,1.0	1.0,0.727,1.0	-0.206
6738	"FBgn0000017"	"Abl"	chr3L	-	16626272	16626616	16623636	16625274	16626742	16626863	6738	210,167,161	0,0,0	423,289,296	4,4,0	418	74	0.0414873921781	0.372936975818	1.0,1.0,1.0	0.949,0.927,1.0	0.041
2207	"FBgn0262740"	"Evi5"	chrX	-	11434499	11434814	11431332	11433417	11435382	11435481	2207	86,66,57	14,12,11	49,65,74	25,23,13	389	74	0.0421677129209	0.378466386405	0.539,0.511,0.496	0.272,0.35,0.52	0.135
3713	"FBgn0035411"	"Girdin"	chr3L	+	3183932	3183997	3183635	3183799	3184251	3185287	3713	38,43,25	1,3,1	47,24,28	0,0,0	139	74	0.0422328600638	0.378466386405	0.953,0.884,0.93	1.0,1.0,1.0	-0.078
5480	"FBgn0082582"	"tmod"	chr3R	+	30574240	30574526	30572924	30573072	30577178	30577558	5480	58,77,49	840,737,695	141,44,42	931,516,588	360	74	0.0428570191522	0.383467966436	0.014,0.021,0.014	0.03,0.017,0.014	-0.004
3756	"FBgn0011224"	"heph"	chr3R	-	31969755	31969785	31959034	31959127	31975447	31975965	3756	7,4,3	4,2,1	10,2,4	12,7,4	104	74	0.0432668684266	0.384764170611	0.555,0.587,0.681	0.372,0.169,0.416	0.289
3761	"FBgn0011224"	"heph"	chr3R	-	31975447	31975965	31969755	31969785	31979522	31979619	3761	51,53,33	14,11,12	155,67,75	23,14,10	592	74	0.0431520948044	0.384764170611	0.313,0.376,0.256	0.457,0.374,0.484	-0.123
5450	"FBgn0011290"	"Taf12"	chr3R	-	11679353	11679398	11678943	11679184	11679566	11679690	5450	123,108,119	47,22,39	113,75,54	77,26,22	119	74	0.0432425887054	0.384764170611	0.619,0.753,0.655	0.477,0.642,0.604	0.101
6540	"FBgn0261722"	"fwe"	chr3L	-	15811219	15812241	15810080	15810848	15813245	15813353	6540	250,167,214	93,98,149	183,152,97	130,97,74	1096	74	0.0432669198225	0.384764170611	0.154,0.103,0.088	0.087,0.096,0.081	0.027
5583	"FBgn0002781"	"mod(mdg4)"	chr3R	-	21355757	21356251	21355165	21355557	21375059	21375912	5583	175,124,144	31,27,19	148,80,55	27,24,25	568	74	0.0437551662565	0.388511086317	0.424,0.374,0.497	0.417,0.303,0.223	0.117
6556	"FBgn0003261"	"Rm62"	chr3R	-	6005949	6006102	6004016	6005126	6008036	6008573	6556	14,14,17	314,304,307	23,12,7	1086,631,1044	227	74	0.0439601453041	0.389735211879	0.014,0.015,0.018	0.007,0.006,0.002	0.011
6704	"FBgn0264607"	"CaMKII"	chr4	-	1043467	1043521	1038358	1038434	1045155	1045248	6704	50,45,27	13,12,11	32,29,20	15,21,8	128	74	0.0441795493878	0.391083297706	0.69,0.684,0.587	0.552,0.444,0.591	0.125
1030	"FBgn0038890"	"CG7956"	chr3R	+	21525084	21525418	21524187	21524515	21525526	21525763	1030	96,48,64	17,16,21	69,53,34	25,18,28	408	74	0.0449243599495	0.39646771767	0.506,0.352,0.356	0.334,0.348,0.18	0.117
6068	"FBgn0023407"	"B4"	chr2L	-	13546910	13547303	13534906	13535026	13549131	13549328	6068	165,149,158	1,1,2	199,138,112	2,7,1	467	74	0.0448607597325	0.39646771767	0.963,0.959,0.926	0.94,0.758,0.947	0.068
639	"FBgn0025726"	"unc-13"	chr4	-	874245	874467	873213	873571	875202	875484	639	432,463,364	3,2,0	761,602,471	7,6,2	296	74	0.0452504688145	0.398739715335	0.973,0.983,1.0	0.965,0.962,0.983	0.015
4469	"FBgn0027580"	"CG1516"	chr2R	-	9853682	9853730	9852547	9853205	9854510	9856020	4469	154,179,113	21,22,13	220,85,74	50,10,16	122	74	0.0456564349458	0.401707451106	0.816,0.832,0.841	0.727,0.838,0.737	0.062
3047	"FBgn0037206"	"CG12768"	chr3L	+	22911589	22911755	22910490	22910572	22911833	22912233	3047	35,24,24	11,12,14	30,19,24	27,18,14	240	74	0.0466066339498	0.409391052003	0.495,0.381,0.346	0.255,0.246,0.346	0.125
4744	"FBgn0263077"	"CG43340"	chr2R	+	7647305	7647677	7640116	7640617	7648296	7648510	4744	15,12,18	25,37,38	10,3,5	38,15,17	446	74	0.0466707209275	0.409391052003	0.091,0.051,0.073	0.042,0.032,0.047	0.031
1676	"FBgn0011666"	"msi"	chr3R	+	25564079	25564127	25519260	25519729	25574883	25574922	1676	28,19,12	3,4,1	28,6,5	2,1,0	122	74	0.0468158172785	0.410044420718	0.85,0.742,0.879	0.895,0.784,1.0	-0.069
1290	"FBgn0030505"	"NFAT"	chrX	+	13658107	13658645	13655850	13656034	13660739	13662686	1290	75,64,49	31,39,27	62,46,46	53,33,31	612	74	0.0469720853345	0.4107935234	0.226,0.166,0.18	0.124,0.144,0.152	0.051
4597	"FBgn0030719"	"eIF5"	chrX	-	15991082	15991382	15989853	15989950	15991821	15991974	4597	962,720,669	3,4,4	1601,1331,1113	9,10,14	374	74	0.0471799944346	0.411372714237	0.984,0.973,0.971	0.972,0.963,0.94	0.018
4926	"FBgn0037612"	"CG8112"	chr3R	+	8713880	8714053	8712932	8713770	8714145	8715263	4926	23,28,33	53,38,53	9,16,11	57,25,20	247	74	0.0471619738794	0.411372714237	0.115,0.181,0.157	0.045,0.161,0.141	0.035
5922	"FBgn0026238"	"gus"	chr2R	-	5121772	5121840	5120762	5121652	5121982	5122247	5922	38,29,24	151,134,102	26,44,24	115,101,59	142	74	0.0472544112673	0.41140384742	0.116,0.101,0.109	0.105,0.185,0.175	-0.046
1033	"FBgn0038890"	"CG7956"	chr3R	+	21525084	21525300	21524187	21524515	21525526	21525763	1033	40,18,37	17,16,21	34,27,9	25,18,28	290	74	0.0473918617433	0.411982846023	0.375,0.223,0.31	0.258,0.277,0.076	0.099
2545	"FBgn0267792"	"rgr"	chr2R	+	8608156	8608255	8600414	8601229	8608311	8608521	2545	11,6,12	71,90,82	23,11,7	100,61,40	173	74	0.0475249485094	0.412522236165	0.062,0.028,0.059	0.09,0.072,0.07	-0.028
1480	"FBgn0003969"	"vap"	chrX	-	16004327	16004444	16003714	16004086	16005621	16005812	1480	130,82,62	15,7,7	146,97,67	17,26,12	191	74	0.0477102123859	0.413512243769	0.771,0.819,0.774	0.769,0.591,0.684	0.107
1731	"FBgn0085478"	"CG34449"	chrX	-	9330935	9331478	9328352	9328594	9333383	9333622	1731	9,8,8	2,1,0	10,2,0	3,0,1	617	74	0.0480435972692	0.415781176367	0.351,0.49,1.0	0.286,1.0,0.0	0.185
815	"FBgn0039959"	"CG17514"	chr3L	-	27987737	27988702	27967243	27974140	28012380	28012483	815	1738,1298,1146	50,38,29	1879,1610,1145	44,20,28	1039	74	0.0484256265619	0.418463710484	0.712,0.709,0.738	0.753,0.851,0.744	-0.063
1408	"FBgn0033028"	"CG11665"	chr2R	-	5647721	5647824	5643816	5644041	5652498	5652815	1408	589,454,375	8,5,11	732,831,659	9,10,1	177	74	0.0485980478681	0.419329664146	0.969,0.974,0.934	0.971,0.972,0.996	-0.021
11	"FBgn0263346"	"CG43427"	chr3R	+	4680778	4680837	4670796	4670850	4697190	4697542	11	3,3,1	27,17,12	1,0,2	34,20,11	133	74	0.048863290509	0.420992771492	0.058,0.089,0.044	0.016,0.0,0.092	0.028
5146	"FBgn0039890"	"CG2316"	chr4	-	189997	190061	188577	189248	193343	193489	5146	88,60,32	1,0,0	58,52,41	3,3,0	138	74	0.0490971446246	0.422345502536	0.979,1.0,1.0	0.912,0.903,1.0	0.055
5278	"FBgn0041342"	"Cct1"	chr3L	+	1546598	1546676	1546091	1546306	1550713	1551288	5278	37,43,41	592,459,396	70,37,31	478,459,263	152	74	0.0491657585181	0.422345502536	0.03,0.044,0.048	0.067,0.038,0.054	-0.012
5402	"FBgn0250788"	"beta-Spec"	chrX	+	17668106	17668157	17667569	17667738	17668275	17668382	5402	5,7,8	178,175,161	4,0,6	223,180,139	125	74	0.0498397863859	0.427503160329	0.016,0.023,0.029	0.011,0.0,0.025	0.011
5305	"FBgn0010905"	"Spn"	chr3L	-	2511877	2511931	2511162	2511763	2512294	2512472	5305	171,147,180	3,4,5	225,111,140	7,6,9	128	74	0.0504068869402	0.431093950606	0.971,0.955,0.954	0.949,0.914,0.9	0.039
5387	"FBgn0037728"	"CG16817"	chr3R	+	9678561	9678648	9677926	9678086	9678719	9678976	5387	2034,1689,1966	33,27,32	3751,1605,1588	79,39,33	161	74	0.0503722133709	0.431093950606	0.966,0.966,0.966	0.956,0.95,0.957	0.012
6501	"FBgn0035023"	"ITP"	chr2R	+	24556283	24557699	24555353	24555571	24558029	24558961	6501	992,812,918	1,1,0	883,913,835	6,1,0	1490	74	0.0506855071966	0.432839323957	0.98,0.976,1.0	0.88,0.978,1.0	0.033
2953	"FBgn0026718"	"fu12"	chr2L	-	8451453	8451901	8450793	8451004	8463626	8463994	2953	17,21,9	186,145,132	34,11,11	176,96,76	522	74	0.0512984860077	0.437430702271	0.013,0.02,0.01	0.027,0.016,0.02	-0.007
474	"FBgn0030089"	"AP-1gamma"	chrX	+	9112749	9112767	9112162	9112239	9113642	9113899	474	4,6,0	68,67,38	2,0,2	74,46,43	92	74	0.0515769949293	0.439160717822	0.045,0.067,0.0	0.021,0.0,0.036	0.018
2341	"FBgn0051158"	"Efa6"	chr3R	+	22602195	22602435	22600544	22601666	22602844	22603923	2341	46,52,41	67,69,57	33,31,40	118,56,44	314	74	0.0517921431574	0.440346962394	0.139,0.151,0.145	0.062,0.115,0.176	0.027
5611	"FBgn0026620"	"tacc"	chr3R	-	4748355	4748548	4744463	4744665	4748790	4749056	5611	11,2,11	60,53,43	6,15,7	118,117,121	267	74	0.0518814771008	0.440461604568	0.048,0.01,0.066	0.014,0.034,0.016	0.02
