ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	S1.Rep1	S1.Rep2	S1.Rep3	S2.Rep1	S2.Rep2	S2.Rep3	eventID	s1reads	s2reads	readcountpass
5062	FBgn0032656	CG5674	chr2L	+	17969371	17969518	17963378	17963605	17972262	17974868	5062	15,22,20	0,0,1	59,50,113	12,8,14	148	74	1.45251545614e-06	4.14970023409e-05	1.0,1.0,0.909	0.711,0.758,0.801	0.213	1.0	1.0	0.909	0.711	0.758	0.801	chr2L:+:17963378-17963605:17969371-17969518:17972262-17974868	15,22,21	71,58,127	fail
327	FBgn0266694	CR45184	chr3L	-	827645	827697	826945	827001	827876	829851	327	5,10,7	0,0,0	23,8,12	5,4,1	125	74	1.49894973656e-06	4.23593059706e-05	1.0,1.0,1.0	0.731,0.542,0.877	0.283	1.0	1.0	1.0	0.731	0.542	0.877	chr3L:-:826945-827001:827645-827697:827876-829851	5,10,7	28,12,13	fail
4861	FBgn0043070	MESK2	chr2R	+	21507294	21507722	21502096	21502479	21510117	21510201	4861	153,197,149	3,4,1	227,97,80	11,11,11	148	74	1.49908199432e-06	4.23593059706e-05	0.962,0.961,0.987	0.912,0.815,0.784	0.133	0.962	0.961	0.987	0.912	0.815	0.784	chr2R:+:21502096-21502479:21507294-21507722:21510117-21510201	156,201,150	238,108,91	pass
5920	FBgn0261451	trol	chrX	-	2493550	2493676	2492987	2493215	2494403	2494637	5920	0,0,0	3,4,3	12,8,4	21,9,10	148	74	1.5408302062e-06	4.33023532405e-05	0.0,0.0,0.0	0.222,0.308,0.167	-0.232	0.0	0.0	0.0	0.222	0.308	0.167	chrX:-:2492987-2493215:2493550-2493676:2494403-2494637	3,4,3	33,17,14	fail
3020	FBgn0037137	Nopp140	chr3L	+	21835070	21835229	21833179	21834829	21835466	21836685	3020	415,477,421	644,781,595	838,619,667	888,542,662	148	74	1.6082533717e-06	4.49528550544e-05	0.244,0.234,0.261	0.321,0.363,0.335	-0.093	0.244	0.234	0.261	0.321	0.363	0.335	chr3L:+:21833179-21834829:21835070-21835229:21835466-21836685	1059,1258,1016	1726,1161,1329	pass
6107	FBgn0011300	babo	chr2R	+	8954958	8955167	8954733	8954851	8959106	8959334	6107	0,0,0	6,12,11	15,3,5	20,24,20	148	74	1.65389936124e-06	4.59801806289e-05	0.0,0.0,0.0	0.273,0.059,0.111	-0.148	0.0	0.0	0.0	0.273	0.059	0.111	chr2R:+:8954733-8954851:8954958-8955167:8959106-8959334	6,12,11	35,27,25	fail
3460	FBgn0003654	sw	chrX	-	20232116	20232164	20230440	20230617	20233422	20233443	3460	63,55,53	120,159,131	51,42,33	306,134,207	121	74	1.81240969044e-06	5.01174893544e-05	0.243,0.175,0.198	0.092,0.161,0.089	0.091	0.243	0.175	0.198	0.092	0.161	0.089	chrX:-:20230440-20230617:20232116-20232164:20233422-20233443	183,214,184	357,176,240	pass
5027	FBgn0023172	RhoGEF2	chr2R	+	17035654	17036407	17034834	17035008	17036816	17036901	5027	87,89,61	4,2,2	140,49,43	16,12,11	148	74	1.89860197386e-06	5.22216532278e-05	0.916,0.957,0.938	0.814,0.671,0.662	0.221	0.916	0.957	0.938	0.814	0.671	0.662	chr2R:+:17034834-17035008:17035654-17036407:17036816-17036901	91,91,63	156,61,54	pass
3881	FBgn0026777	Rad23	chr4	+	308412	309079	308092	308289	309538	309633	3881	481,729,572	1,9,7	1003,430,420	28,17,14	148	74	1.92064327731e-06	5.25483935819e-05	0.996,0.976,0.976	0.947,0.927,0.938	0.045	0.996	0.976	0.976	0.947	0.927	0.938	chr4:+:308092-308289:308412-309079:309538-309633	482,738,579	1031,447,434	pass
5862	FBgn0025720	Ate1	chr2R	-	20255885	20256035	20255627	20255809	20256435	20256629	5862	122,152,116	0,1,0	263,179,173	11,5,9	148	74	1.95713293372e-06	5.32649178961e-05	1.0,0.987,1.0	0.923,0.947,0.906	0.07	1.0	0.987	1.0	0.923	0.947	0.906	chr2R:-:20255627-20255809:20255885-20256035:20256435-20256629	122,153,116	274,184,182	pass
4421	FBgn0010303	hep	chrX	-	13084244	13084570	13082807	13083098	13085595	13085751	4421	38,69,45	3,1,3	43,35,49	13,5,22	148	74	2.10432083314e-06	5.69709059066e-05	0.864,0.972,0.882	0.623,0.778,0.527	0.263	0.864	0.972	0.882	0.623	0.778	0.527	chrX:-:13082807-13083098:13084244-13084570:13085595-13085751	41,70,48	56,40,71	pass
3367	FBgn0052626	AMPdeam	chrX	-	13834170	13834206	13832903	13833022	13834814	13835149	3367	3,2,2	29,22,23	14,6,10	29,9,8	109	74	2.13744009492e-06	5.75661600564e-05	0.066,0.058,0.056	0.247,0.312,0.459	-0.279	0.066	0.058	0.056	0.247	0.312	0.459	chrX:-:13832903-13833022:13834170-13834206:13834814-13835149	32,24,25	43,15,18	fail
1274	FBgn0260799	p120ctn	chr2R	+	4599268	4600087	4595287	4595462	4606763	4607320	1274	250,380,300	0,0,0	664,582,373	13,14,7	148	74	2.30004442336e-06	6.1624506286e-05	1.0,1.0,1.0	0.962,0.954,0.964	0.04	1.0	1.0	1.0	0.962	0.954	0.964	chr2R:+:4595287-4595462:4599268-4600087:4606763-4607320	250,380,300	677,596,380	pass
3131	FBgn0086254	CG6084	chr3L	-	11620922	11621103	11620534	11620665	11621213	11621422	3131	470,653,596	486,581,499	437,428,269	728,507,412	148	74	2.38058499247e-06	6.34536340003e-05	0.326,0.36,0.374	0.231,0.297,0.246	0.095	0.326	0.36	0.374	0.231	0.297	0.246	chr3L:-:11620534-11620665:11620922-11621103:11621213-11621422	956,1234,1095	1165,935,681	pass
5351	FBgn0083124	Uhg4	chr2R	+	9096382	9096438	9096149	9096202	9096670	9096735	5351	346,383,338	0,1,0	434,434,331	13,7,9	129	74	2.82490063153e-06	7.49105700802e-05	1.0,0.995,1.0	0.95,0.973,0.955	0.039	1.0	0.995	1.0	0.95	0.973	0.955	chr2R:+:9096149-9096202:9096382-9096438:9096670-9096735	346,384,338	447,441,340	pass
3800	FBgn0041210	HDAC4	chrX	-	13276434	13276547	13271481	13271589	13282165	13282229	3800	178,210,158	0,1,0	288,185,159	10,5,7	148	74	3.06459017918e-06	8.08520194721e-05	1.0,0.991,1.0	0.935,0.949,0.919	0.063	1.0	0.991	1.0	0.935	0.949	0.919	chrX:-:13271481-13271589:13276434-13276547:13282165-13282229	178,211,158	298,190,166	pass
759	FBgn0031878	sip2	chr2L	-	6963743	6963855	6961894	6963554	6963938	6964074	759	52,65,43	49,57,53	68,42,29	106,106,114	148	74	3.12028183314e-06	8.19034383714e-05	0.347,0.363,0.289	0.243,0.165,0.113	0.159	0.347	0.363	0.289	0.243	0.165	0.113	chr2L:-:6961894-6963554:6963743-6963855:6963938-6964074	101,122,96	174,148,143	pass
4317	FBgn0030719	eIF5	chrX	-	15991082	15991382	15989853	15989950	15991821	15991974	4317	185,303,255	0,1,0	572,435,360	9,10,14	148	74	3.29027964074e-06	8.59294748599e-05	1.0,0.993,1.0	0.969,0.956,0.928	0.047	1.0	0.993	1.0	0.969	0.956	0.928	chrX:-:15989853-15989950:15991082-15991382:15991821-15991974	185,304,255	581,445,374	pass
3812	FBgn0004435	Galphaq	chr2R	+	12613566	12614345	12612739	12612851	12615906	12616414	3812	201,287,239	30,38,25	252,201,141	97,60,29	148	74	3.32331812269e-06	8.63561709167e-05	0.77,0.791,0.827	0.565,0.626,0.709	0.163	0.77	0.791	0.827	0.565	0.626	0.709	chr2R:+:12612739-12612851:12613566-12614345:12615906-12616414	231,325,264	349,261,170	pass
4190	FBgn0004395	unk	chr3R	-	23155439	23155549	23154844	23154967	23155808	23156011	4190	12,5,1	76,96,65	22,12,10	101,25,27	148	74	3.34165486515e-06	8.63984865385e-05	0.073,0.025,0.008	0.098,0.194,0.156	-0.114	0.073	0.025	0.008	0.098	0.194	0.156	chr3R:-:23154844-23154967:23155439-23155549:23155808-23156011	88,101,66	123,37,37	pass
2810	FBgn0031413	CG9967	chr2L	-	2323350	2323449	2310661	2310870	2330655	2330810	2810	19,20,12	0,1,0	14,3,8	5,3,1	148	74	3.47013881574e-06	8.92740687373e-05	1.0,0.909,1.0	0.583,0.333,0.8	0.398	1.0	0.909	1.0	0.583	0.333	0.8	chr2L:-:2310661-2310870:2323350-2323449:2330655-2330810	19,21,12	19,6,9	fail
2750	FBgn0000719	fog	chrX	-	22853806	22854332	22844758	22844901	22855042	22855194	2750	79,122,83	1,2,0	103,118,72	9,11,2	148	74	3.72862830988e-06	9.53284422819e-05	0.975,0.968,1.0	0.851,0.843,0.947	0.101	0.975	0.968	1.0	0.851	0.843	0.947	chrX:-:22844758-22844901:22853806-22854332:22855042-22855194	80,124,83	112,129,74	pass
5470	FBgn0052264	CG32264	chr3L	-	3722859	3723105	3722155	3722522	3723638	3723872	5470	83,72,77	20,26,16	111,39,50	8,3,3	148	74	3.75066727087e-06	9.53284422819e-05	0.675,0.581,0.706	0.874,0.867,0.893	-0.224	0.675	0.581	0.706	0.874	0.867	0.893	chr3L:-:3722155-3722522:3722859-3723105:3723638-3723872	103,98,93	119,42,53	pass
5884	FBgn0030087	CG7766	chrX	-	9096765	9096825	9095394	9095651	9097354	9097513	5884	75,72,63	5,8,4	107,84,48	29,25,12	133	74	3.7607817106e-06	9.53284422819e-05	0.893,0.834,0.898	0.672,0.652,0.69	0.204	0.893	0.834	0.898	0.672	0.652	0.69	chrX:-:9095394-9095651:9096765-9096825:9097354-9097513	80,80,67	136,109,60	pass
303	FBgn0020279	lig	chr2R	+	8077259	8077292	8076292	8076448	8077730	8078815	303	388,475,408	144,164,122	549,179,175	273,117,110	106	74	4.47390750735e-06	0.000112851588881	0.653,0.669,0.7	0.584,0.516,0.526	0.132	0.653	0.669	0.7	0.584	0.516	0.526	chr2R:+:8076292-8076448:8077259-8077292:8077730-8078815	532,639,530	822,296,285	pass
1118	FBgn0030797	CG13004	chrX	-	16829039	16829126	16827675	16828075	16834611	16835520	1118	0,0,2	17,24,20	9,6,7	27,25,27	148	74	4.52664395256e-06	0.000113627552809	0.0,0.0,0.048	0.143,0.107,0.115	-0.106	0.0	0.0	0.048	0.143	0.107	0.115	chrX:-:16827675-16828075:16829039-16829126:16834611-16835520	17,24,22	36,31,34	fail
3421	FBgn0053558	mim	chr2R	-	6927389	6928262	6926669	6926821	6928508	6928836	3421	0,2,2	83,88,78	17,5,4	79,56,85	148	74	4.65307602138e-06	0.000116236986022	0.0,0.011,0.013	0.097,0.043,0.023	-0.046	0.0	0.011	0.013	0.097	0.043	0.023	chr2R:-:6926669-6926821:6927389-6928262:6928508-6928836	83,90,80	96,61,89	pass
5397	FBgn0004167	kst	chr3L	+	3366443	3366962	3366199	3366310	3367514	3368133	5397	488,636,443	6,14,15	552,302,345	36,16,20	148	74	4.70775121553e-06	0.000117037411228	0.976,0.958,0.937	0.885,0.904,0.896	0.062	0.976	0.958	0.937	0.885	0.904	0.896	chr3L:+:3366199-3366310:3366443-3366962:3367514-3368133	494,650,458	588,318,365	pass
4467	FBgn0033844	bbc	chr2R	-	13490739	13490871	13487973	13488132	13491434	13491593	4467	481,606,405	144,148,82	354,224,163	58,17,17	148	74	5.14563467191e-06	0.000127311372672	0.625,0.672,0.712	0.753,0.868,0.827	-0.146	0.625	0.672	0.712	0.753	0.868	0.827	chr2R:-:13487973-13488132:13490739-13490871:13491434-13491593	625,754,487	412,241,180	pass
3955	FBgn0262738	norpA	chrX	+	4332795	4332840	4322625	4323155	4349003	4349587	3955	18,18,23	0,1,0	44,53,47	2,12,9	118	74	5.23865298807e-06	0.00012899559334	1.0,0.919,1.0	0.932,0.735,0.766	0.162	1.0	0.919	1.0	0.932	0.735	0.766	chrX:+:4322625-4323155:4332795-4332840:4349003-4349587	18,19,23	46,65,56	fail
5398	FBgn0004167	kst	chr3L	+	3366443	3367010	3366199	3366310	3367514	3368133	5398	834,1058,793	6,14,15	1003,519,559	36,16,20	148	74	5.32758608729e-06	0.000130563732973	0.986,0.974,0.964	0.933,0.942,0.933	0.039	0.986	0.974	0.964	0.933	0.942	0.933	chr3L:+:3366199-3366310:3366443-3367010:3367514-3368133	840,1072,808	1039,535,579	pass
3154	FBgn0031681	pgant5	chr2L	-	5077076	5077257	5074389	5074529	5077534	5077712	3154	198,295,184	0,1,0	291,212,238	4,10,8	148	74	5.44258010704e-06	0.000132752744026	1.0,0.993,1.0	0.973,0.914,0.937	0.056	1.0	0.993	1.0	0.973	0.914	0.937	chr2L:-:5074389-5074529:5077076-5077257:5077534-5077712	198,296,184	295,222,246	pass
2943	FBgn0026369	Sara	chr2R	+	21486143	21486270	21485063	21486087	21486330	21486495	2943	174,252,189	0,0,0	305,179,180	8,6,6	148	74	5.65363609761e-06	0.000137253296999	1.0,1.0,1.0	0.95,0.937,0.938	0.058	1.0	1.0	1.0	0.95	0.937	0.938	chr2R:+:21485063-21486087:21486143-21486270:21486330-21486495	174,252,189	313,185,186	pass
5277	FBgn0010225	Gel	chr3R	+	4236581	4236804	4235216	4235324	4238302	4238377	5277	6,5,3	0,0,0	6,3,4	2,2,2	148	74	5.93440473273e-06	0.000142729334293	1.0,1.0,1.0	0.6,0.429,0.5	0.49	1.0	1.0	1.0	0.6	0.429	0.5	chr3R:+:4235216-4235324:4236581-4236804:4238302-4238377	6,5,3	8,5,6	fail
912	FBgn0030052	CG12065	chrX	+	8575350	8575490	8574305	8574407	8583540	8584255	912	549,792,630	17,11,16	1100,996,993	63,55,37	148	74	5.92964959856e-06	0.000142729334293	0.942,0.973,0.952	0.897,0.901,0.931	0.046	0.942	0.973	0.952	0.897	0.901	0.931	chrX:+:8574305-8574407:8575350-8575490:8583540-8584255	566,803,646	1163,1051,1030	pass
719	FBgn0037580	DppIII	chr3R	+	8344808	8345023	8344399	8344483	8345092	8345399	719	152,216,160	174,289,180	270,93,93	566,175,201	148	74	6.3419664238e-06	0.000151825501748	0.304,0.272,0.308	0.193,0.21,0.188	0.098	0.304	0.272	0.308	0.193	0.21	0.188	chr3R:+:8344399-8344483:8344808-8345023:8345092-8345399	326,505,340	836,268,294	pass
266	FBgn0261625	CG42708	chr2R	-	12676124	12676231	12673099	12673339	12679207	12679593	266	343,483,336	0,0,1	616,502,323	11,10,8	148	74	6.47887086203e-06	0.000154388208422	1.0,1.0,0.994	0.966,0.962,0.953	0.038	1.0	1.0	0.994	0.966	0.962	0.953	chr2R:-:12673099-12673339:12676124-12676231:12679207-12679593	343,483,337	627,512,331	pass
1958	FBgn0003495	spz	chr3R	-	27066728	27066884	27066607	27066665	27069143	27070070	1958	266,352,230	593,754,620	88,59,62	349,255,223	148	74	7.04477666358e-06	0.00016710339508	0.183,0.189,0.156	0.112,0.104,0.122	0.063	0.183	0.189	0.156	0.112	0.104	0.122	chr3R:-:27066607-27066665:27066728-27066884:27069143-27070070	859,1106,850	437,314,285	pass
2500	FBgn0032938	CG8671	chr2L	+	21277229	21278429	21275723	21275806	21281131	21281337	2500	58,113,57	47,73,70	119,37,35	154,119,108	148	74	7.59465334166e-06	0.000179224437657	0.382,0.436,0.289	0.279,0.135,0.139	0.185	0.382	0.436	0.289	0.279	0.135	0.139	chr2L:+:21275723-21275806:21277229-21278429:21281131-21281337	105,186,127	273,156,143	pass
4116	FBgn0086899	tlk	chrX	+	3762497	3762857	3749060	3749094	3781654	3783559	4116	35,52,29	0,0,0	45,68,28	6,1,5	148	74	7.62509694152e-06	0.000179224437657	1.0,1.0,1.0	0.789,0.971,0.737	0.168	1.0	1.0	1.0	0.789	0.971	0.737	chrX:+:3749060-3749094:3762497-3762857:3781654-3783559	35,52,29	51,69,33	pass
2375	FBgn0029002	miple2	chr3L	+	274103	274250	273549	274030	274594	274807	2375	368,429,381	0,0,0	622,490,485	18,5,7	148	74	7.76218574505e-06	0.000181621097229	1.0,1.0,1.0	0.945,0.98,0.972	0.034	1.0	1.0	1.0	0.945	0.98	0.972	chr3L:+:273549-274030:274103-274250:274594-274807	368,429,381	640,495,492	pass
1482	FBgn0011225	jar	chr3R	-	24254633	24254678	24254003	24254124	24254993	24255224	1482	61,89,54	0,0,0	225,83,85	4,6,10	118	74	8.03175141917e-06	0.00018708192157	1.0,1.0,1.0	0.972,0.897,0.842	0.096	1.0	1.0	1.0	0.972	0.897	0.842	chr3R:-:24254003-24254124:24254633-24254678:24254993-24255224	61,89,54	229,89,95	pass
5831	FBgn0265185	CG44250	chr2R	-	12951845	12951878	12950403	12951349	12952172	12952293	5831	75,107,82	103,142,144	81,29,23	169,119,104	106	74	8.55436358227e-06	0.000198361498134	0.337,0.345,0.284	0.251,0.145,0.134	0.145	0.337	0.345	0.284	0.251	0.145	0.134	chr2R:-:12950403-12951349:12951845-12951878:12952172-12952293	178,249,226	250,148,127	pass
735	FBgn0037541	CG2747	chr3R	-	8022456	8022489	8018207	8021949	8022617	8022891	735	7,9,12	35,44,41	8,3,0	128,49,44	106	74	8.91125252556e-06	0.000205714673257	0.123,0.125,0.17	0.042,0.041,0.0	0.112	0.123	0.125	0.17	0.042	0.041	0.0	chr3R:-:8018207-8021949:8022456-8022489:8022617-8022891	42,53,53	136,52,44	pass
1063	FBgn0004370	Ptp10D	chrX	+	11667196	11667244	11666697	11666979	11668238	11668911	1063	18,8,10	0,0,0	14,6,10	5,0,3	121	74	9.24209992181e-06	0.000212403994203	1.0,1.0,1.0	0.631,1.0,0.671	0.233	1.0	1.0	1.0	0.631	1.0	0.671	chrX:+:11666697-11666979:11667196-11667244:11668238-11668911	18,8,10	19,6,13	fail
5023	FBgn0023172	RhoGEF2	chr2R	+	17035345	17036407	17034834	17035008	17036816	17036901	5023	147,162,115	4,2,2	269,120,111	16,12,11	148	74	9.30340327365e-06	0.000212866806761	0.948,0.976,0.966	0.894,0.833,0.835	0.109	0.948	0.976	0.966	0.894	0.833	0.835	chr2R:+:17034834-17035008:17035345-17036407:17036816-17036901	151,164,117	285,132,122	pass
3044	FBgn0034897	Sesn	chr2R	+	23722209	23722875	23714680	23714899	23729048	23729234	3044	121,119,80	36,38,45	132,85,63	14,13,10	148	74	1.01053346879e-05	0.000230196853177	0.627,0.61,0.471	0.825,0.766,0.759	-0.214	0.627	0.61	0.471	0.825	0.766	0.759	chr2R:+:23714680-23714899:23722209-23722875:23729048-23729234	157,157,125	146,98,73	pass
3672	FBgn0010825	Gug	chr3L	+	8468866	8468923	8468543	8468704	8469409	8469493	3672	39,58,49	3,0,0	77,28,23	11,4,3	130	74	1.03414473777e-05	0.000234542212237	0.881,1.0,1.0	0.799,0.799,0.814	0.156	0.881	1.0	1.0	0.799	0.799	0.814	chr3L:+:8468543-8468704:8468866-8468923:8469409-8469493	42,58,49	88,32,26	pass
3823	FBgn0025936	Eph	chr4	+	611284	611438	610683	610896	613614	613795	3823	35,59,45	0,0,0	140,113,51	11,4,2	148	74	1.06934911025e-05	0.000240572533147	1.0,1.0,1.0	0.864,0.934,0.927	0.092	1.0	1.0	1.0	0.864	0.934	0.927	chr4:+:610683-610896:611284-611438:613614-613795	35,59,45	151,117,53	pass
3824	FBgn0025936	Eph	chr4	+	611284	611655	610683	610896	613614	613795	3824	36,57,45	0,0,0	140,112,51	11,4,2	148	74	1.07469068182e-05	0.000240572533147	1.0,1.0,1.0	0.864,0.933,0.927	0.092	1.0	1.0	1.0	0.864	0.933	0.927	chr4:+:610683-610896:611284-611655:613614-613795	36,57,45	151,116,53	pass
4902	FBgn0022361	Pur-alpha	chr4	+	560717	560820	560094	560300	564360	564479	4902	25,22,15	0,0,1	34,13,35	6,4,3	148	74	1.07439623753e-05	0.000240572533147	1.0,1.0,0.882	0.739,0.619,0.854	0.223	1.0	1.0	0.882	0.739	0.619	0.854	chr4:+:560094-560300:560717-560820:564360-564479	25,22,16	40,17,38	fail
2818	FBgn0250823	gish	chr3R	+	16295668	16295820	16292723	16292834	16296661	16296776	2818	71,102,108	7,4,10	454,296,269	3,8,4	148	74	1.19460151357e-05	0.00026626225977	0.835,0.927,0.844	0.987,0.949,0.971	-0.1	0.835	0.927	0.844	0.987	0.949	0.971	chr3R:+:16292723-16292834:16295668-16295820:16296661-16296776	78,106,118	457,304,273	pass
1382	FBgn0001624	dlg1	chrX	+	11399741	11399816	11398719	11398822	11400787	11400832	1382	185,305,221	0,0,1	321,306,370	6,10,9	148	74	1.20710642949e-05	0.000267894735918	1.0,1.0,0.991	0.964,0.939,0.954	0.045	1.0	1.0	0.991	0.964	0.939	0.954	chrX:+:11398719-11398822:11399741-11399816:11400787-11400832	185,305,222	327,316,379	pass
3162	FBgn0033483	egr	chr2R	+	10083261	10083326	10083029	10083134	10083421	10083493	3162	801,1093,844	0,0,0	712,396,453	9,6,13	138	74	1.21517287686e-05	0.0002685324336	1.0,1.0,1.0	0.977,0.973,0.949	0.034	1.0	1.0	1.0	0.977	0.973	0.949	chr2R:+:10083029-10083134:10083261-10083326:10083421-10083493	801,1093,844	721,402,466	pass
3089	FBgn0035321	CG1275	chr3L	-	2255538	2255822	2253776	2253986	2257111	2257423	3089	4,2,4	301,354,291	15,14,7	321,159,128	148	74	1.33294337381e-05	0.000293304263233	0.007,0.003,0.007	0.023,0.042,0.027	-0.025	0.007	0.003	0.007	0.023	0.042	0.027	chr3L:-:2253776-2253986:2255538-2255822:2257111-2257423	305,356,295	336,173,135	pass
2903	FBgn0036428	Gbs-70E	chr3L	-	14549997	14550159	14547116	14547482	14550536	14550975	2903	25,33,31	0,0,0	41,46,20	3,6,1	148	74	1.42189854264e-05	0.000310266593904	1.0,1.0,1.0	0.872,0.793,0.909	0.142	1.0	1.0	1.0	0.872	0.793	0.909	chr3L:-:14547116-14547482:14549997-14550159:14550536-14550975	25,33,31	44,52,21	pass
6242	FBgn0264607	CaMKII	chr4	-	1043467	1043524	1040012	1040078	1045155	1045248	6242	161,252,194	19,31,27	170,232,152	55,50,42	130	74	1.42203022153e-05	0.000310266593904	0.828,0.822,0.804	0.638,0.725,0.673	0.139	0.828	0.822	0.804	0.638	0.725	0.673	chr4:-:1040012-1040078:1043467-1043524:1045155-1045248	180,283,221	225,282,194	pass
913	FBgn0030052	CG12065	chrX	+	8575353	8575490	8574305	8574407	8583540	8584255	913	429,631,498	17,11,16	846,835,840	63,55,37	148	74	1.43042121387e-05	0.000310786054493	0.927,0.966,0.94	0.87,0.884,0.919	0.053	0.927	0.966	0.94	0.87	0.884	0.919	chrX:+:8574305-8574407:8575353-8575490:8583540-8584255	446,642,514	909,890,877	pass
3173	FBgn0031883	Caper	chr2L	+	7034198	7034273	7032720	7033018	7035406	7035561	3173	18,31,30	104,143,120	27,15,24	265,225,233	148	74	1.46540774059e-05	0.000317055373498	0.08,0.098,0.111	0.048,0.032,0.049	0.053	0.08	0.098	0.111	0.048	0.032	0.049	chr2L:+:7032720-7033018:7034198-7034273:7035406-7035561	122,174,150	292,240,257	pass
1603	FBgn0263603	Zn72D	chr3L	-	16111997	16112098	16110482	16111881	16112331	16112410	1603	95,148,147	1,5,5	263,163,133	32,8,17	148	74	1.56444413639e-05	0.00033707252622	0.979,0.937,0.936	0.804,0.911,0.796	0.114	0.979	0.937	0.936	0.804	0.911	0.796	chr3L:-:16110482-16111881:16111997-16112098:16112331-16112410	96,153,152	295,171,150	pass
2087	FBgn0019660	roX2	chrX	+	11579511	11579528	11579385	11579399	11579669	11580100	2087	14,16,11	3,3,0	8,1,6	7,12,5	90	74	1.64397270085e-05	0.000352059545211	0.793,0.814,1.0	0.484,0.064,0.497	0.521	0.793	0.814	1.0	0.484	0.064	0.497	chrX:+:11579385-11579399:11579511-11579528:11579669-11580100	17,19,11	15,13,11	fail
3880	FBgn0026777	Rad23	chr4	+	308430	309079	308092	308289	309538	309633	3880	702,1048,853	1,9,7	1490,845,707	28,17,14	148	74	1.64761960822e-05	0.000352059545211	0.997,0.983,0.984	0.964,0.961,0.962	0.026	0.997	0.983	0.984	0.964	0.961	0.962	chr4:+:308092-308289:308430-309079:309538-309633	703,1057,860	1518,862,721	pass
2436	FBgn0261802	CG42748	chr2L	+	22157022	22157055	22156620	22156815	22158512	22159611	2436	2,6,6	40,53,53	15,8,3	34,16,7	106	74	1.68130736329e-05	0.000357779439324	0.034,0.073,0.073	0.235,0.259,0.23	-0.181	0.034	0.073	0.073	0.235	0.259	0.23	chr2L:+:22156620-22156815:22157022-22157055:22158512-22159611	42,59,59	49,24,10	fail
1173	FBgn0039955	CG41099	chr3R	+	3846980	3847059	3846728	3846911	3849502	3850235	1173	13,35,31	1,5,5	14,21,5	10,15,3	148	74	1.6998930529e-05	0.000360251925268	0.867,0.778,0.756	0.412,0.412,0.455	0.374	0.867	0.778	0.756	0.412	0.412	0.455	chr3R:+:3846728-3846911:3846980-3847059:3849502-3850235	14,40,36	24,36,8	fail
3492	FBgn0035411	Girdin	chr3L	+	3183932	3183997	3183635	3183799	3184248	3185287	3492	35,44,45	0,0,0	48,23,28	8,2,0	138	74	1.8190202453e-05	0.000383924640345	1.0,1.0,1.0	0.763,0.86,1.0	0.126	1.0	1.0	1.0	0.763	0.86	1.0	chr3L:+:3183635-3183799:3183932-3183997:3184248-3185287	35,44,45	56,25,28	pass
3930	FBgn0259938	cwo	chr3R	+	10396696	10396820	10388257	10389437	10397362	10397684	3930	96,137,90	25,35,14	262,138,148	22,7,18	148	74	1.83976012906e-05	0.000386723562088	0.658,0.662,0.763	0.856,0.908,0.804	-0.162	0.658	0.662	0.763	0.856	0.908	0.804	chr3R:+:10388257-10389437:10396696-10396820:10397362-10397684	121,172,104	284,145,166	pass
372	FBgn0020647	KrT95D	chr3R	-	24002421	24002547	24000179	24000780	24003415	24003764	372	321,400,300	21,22,18	493,392,394	72,41,45	148	74	1.93885122222e-05	0.000405902820652	0.884,0.901,0.893	0.774,0.827,0.814	0.088	0.884	0.901	0.893	0.774	0.827	0.814	chr3R:-:24000179-24000780:24002421-24002547:24003415-24003764	342,422,318	565,433,439	pass
1797	FBgn0022893	Df31	chr2L	-	21629666	21629776	21627841	21628209	21629884	21629932	1797	4378,6392,4929	19,20,25	11508,10046,9330	89,97,77	148	74	1.96140108296e-05	0.000408967943548	0.991,0.994,0.99	0.985,0.981,0.984	0.008	0.991	0.994	0.99	0.985	0.981	0.984	chr2L:-:21627841-21628209:21629666-21629776:21629884-21629932	4397,6412,4954	11597,10143,9407	pass
3486	FBgn0085443	spri	chrX	-	10522802	10523561	10519347	10519777	10544385	10544592	3486	92,59,54	0,0,1	88,38,35	5,1,6	148	74	2.01282384664e-05	0.000418004502449	1.0,1.0,0.964	0.898,0.95,0.745	0.124	1.0	1.0	0.964	0.898	0.95	0.745	chrX:-:10519347-10519777:10522802-10523561:10544385-10544592	92,59,55	93,39,41	pass
5076	FBgn0013733	shot	chr2R	-	13867124	13867303	13866701	13866975	13869859	13869977	5076	6,4,10	0,0,0	65,35,28	4,7,2	148	74	2.02151034326e-05	0.0004181291994	1.0,1.0,1.0	0.89,0.714,0.875	0.174	1.0	1.0	1.0	0.89	0.714	0.875	chr2R:-:13866701-13866975:13867124-13867303:13869859-13869977	6,4,10	69,42,30	fail
910	FBgn0030052	CG12065	chrX	+	8575347	8575490	8574305	8574407	8583540	8584255	910	579,850,647	17,11,16	1257,1066,1092	63,55,37	148	74	2.03769021098e-05	0.000419796656613	0.945,0.975,0.953	0.909,0.906,0.937	0.04	0.945	0.975	0.953	0.909	0.906	0.937	chrX:+:8574305-8574407:8575347-8575490:8583540-8584255	596,861,663	1320,1121,1129	pass
