ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	S1.Rep1	S1.Rep2	S1.Rep3	S2.Rep1	S2.Rep2	S2.Rep3	eventID	s1reads	s2reads	readcountpass
1570	FBgn0023000	mth	chr3L	-	343954	344039	343377	343652	344106	344301	1570	5,13,11	29,59,39	14,10,13	15,15,20	159	74	0.000146765857306	0.00198468479986	0.074,0.093,0.116	0.303,0.237,0.232	-0.163	0.074	0.093	0.116	0.303	0.237	0.232	chr3L:-:343377-343652:343954-344039:344106-344301	34,72,50	29,25,33	pass
671	FBgn0264089	sli	chr2R	-	15885584	15885656	15885344	15885488	15886098	15886170	671	387,422,316	34,31,29	280,323,314	38,57,46	146	74	0.000152515197887	0.00205618216788	0.852,0.873,0.847	0.789,0.742,0.776	0.088	0.852	0.873	0.847	0.789	0.742	0.776	chr2R:-:15885344-15885488:15885584-15885656:15886098-15886170	421,453,345	318,380,360	pass
402	FBgn0035871	BI-1	chr3L	-	8307592	8307732	8307144	8307380	8307793	8307964	402	78,102,74	619,613,478	60,49,69	210,240,260	214	74	0.000154295054026	0.00207389333946	0.042,0.054,0.051	0.09,0.066,0.084	-0.031	0.042	0.054	0.051	0.09	0.066	0.084	chr3L:-:8307144-8307380:8307592-8307732:8307793-8307964	697,715,552	270,289,329	pass
1960	FBgn0024754	Flo1	chr2R	-	15567828	15567840	15567242	15567713	15568151	15568506	1960	84,81,49	160,170,150	37,51,62	188,196,217	86	74	0.000158088480075	0.00211848086703	0.311,0.291,0.219	0.145,0.183,0.197	0.099	0.311	0.291	0.219	0.145	0.183	0.197	chr2R:-:15567242-15567713:15567828-15567840:15568151-15568506	244,251,199	225,247,279	pass
3395	FBgn0058178	CG40178	chr3L	-	26013542	26013568	25977966	25978150	26014020	26014112	3395	10,15,14	0,1,1	2,0,11	4,1,2	100	74	0.000160863762599	0.00214919783725	1.0,0.917,0.912	0.27,0.0,0.803	0.585	1.0	0.917	0.912	0.27	0.0	0.803	chr3L:-:25977966-25978150:26013542-26013568:26014020-26014112	10,16,15	6,1,13	fail
3046	FBgn0085412	CG34383	chr3R	+	13761307	13761767	13760244	13760362	13762700	13764667	3046	15,34,14	1,0,0	60,59,25	0,5,2	534	74	0.000164988379687	0.00219770449469	0.675,1.0,1.0	1.0,0.621,0.634	0.14	0.675	1.0	1.0	1.0	0.621	0.634	chr3R:+:13760244-13760362:13761307-13761767:13762700-13764667	16,34,14	60,64,27	fail
4942	FBgn0003345	sd	chrX	+	15813551	15813602	15812326	15812530	15819595	15819723	4942	0,0,0	1,1,3	4,3,0	1,1,3	125	74	0.000166455941517	0.00221063428003	0.0,0.0,0.0	0.703,0.64,0.0	-0.448	0.0	0.0	0.0	0.703	0.64	0.0	chrX:+:15812326-15812530:15813551-15813602:15819595-15819723	1,1,3	5,4,3	fail
867	FBgn0058045	CG40045	chr3L	+	24030754	24030854	24028514	24028723	24035431	24035859	867	1125,1707,1336	0,3,5	985,1390,1434	9,12,18	174	74	0.000169706418375	0.00224709480759	1.0,0.996,0.991	0.979,0.98,0.971	0.019	1.0	0.996	0.991	0.979	0.98	0.971	chr3L:+:24028514-24028723:24030754-24030854:24035431-24035859	1125,1710,1341	994,1402,1452	pass
1436	FBgn0024187	syd	chr3L	-	7927759	7927820	7926024	7926837	7927916	7928117	1436	34,60,60	2,18,9	26,18,27	19,14,12	135	74	0.000174564359236	0.00229096411281	0.903,0.646,0.785	0.429,0.413,0.552	0.313	0.903	0.646	0.785	0.429	0.413	0.552	chr3L:-:7926024-7926837:7927759-7927820:7927916-7928117	36,78,69	45,32,39	pass
1581	FBgn0086361	alph	chr3R	+	29597775	29597908	29597418	29597473	29598163	29599234	1581	543,755,613	214,248,222	582,716,643	270,435,325	207	74	0.000174247258421	0.00229096411281	0.476,0.521,0.497	0.435,0.37,0.414	0.092	0.476	0.521	0.497	0.435	0.37	0.414	chr3R:+:29597418-29597473:29597775-29597908:29598163-29599234	757,1003,835	852,1151,968	pass
3474	FBgn0262738	norpA	chrX	+	4332795	4332840	4322625	4323155	4349003	4349587	3474	18,18,23	0,1,0	32,60,23	3,7,2	119	74	0.000174364119116	0.00229096411281	1.0,0.918,1.0	0.869,0.842,0.877	0.11	1.0	0.918	1.0	0.869	0.842	0.877	chrX:+:4322625-4323155:4332795-4332840:4349003-4349587	18,19,23	35,67,25	fail
4816	FBgn0015239	Hr78	chr3L	-	21496426	21496741	21495598	21495868	21497290	21497494	4816	333,380,259	1,2,3	161,255,275	4,4,11	389	74	0.000193357600057	0.00253014106663	0.984,0.973,0.943	0.884,0.924,0.826	0.089	0.984	0.973	0.943	0.884	0.924	0.826	chr3L:-:21495598-21495868:21496426-21496741:21497290-21497494	334,382,262	165,259,286	pass
5101	FBgn0041111	lilli	chr2L	+	2945029	2945792	2889673	2890916	2946708	2947435	5101	25,73,20	28,28,19	107,155,94	36,22,33	837	74	0.000196428542328	0.00256278763876	0.073,0.187,0.085	0.208,0.384,0.201	-0.149	0.073	0.187	0.085	0.208	0.384	0.201	chr2L:+:2889673-2890916:2945029-2945792:2946708-2947435	53,101,39	143,177,127	pass
3223	FBgn0259228	C3G	chrX	-	6787095	6787266	6786155	6786812	6787350	6787520	3223	135,191,115	2,0,1	85,161,136	0,12,3	245	74	0.000199274806115	0.0025920668643	0.953,1.0,0.972	1.0,0.802,0.932	0.064	0.953	1.0	0.972	1.0	0.802	0.932	chrX:-:6786155-6786812:6787095-6787266:6787350-6787520	137,191,116	85,173,139	pass
5017	FBgn0050118	CG30118	chr2R	-	18436596	18436728	18432646	18432775	18437574	18437612	5017	13,9,5	108,135,118	4,15,23	51,87,64	206	74	0.000199837926378	0.0025920668643	0.041,0.023,0.015	0.027,0.058,0.114	-0.04	0.041	0.023	0.015	0.027	0.058	0.114	chr2R:-:18432646-18432775:18436596-18436728:18437574-18437612	121,144,123	55,102,87	pass
1985	FBgn0032006	Pvr	chr2L	-	8227669	8227826	8226457	8226606	8228493	8229011	1985	87,108,57	2,3,1	56,112,98	5,12,8	231	74	0.000201003453905	0.0025964197256	0.933,0.92,0.948	0.782,0.749,0.797	0.158	0.933	0.92	0.948	0.782	0.749	0.797	chr2L:-:8226457-8226606:8227669-8227826:8228493-8229011	89,111,58	61,124,106	pass
4479	FBgn0034433	EndoB	chr2R	-	19309662	19309698	19309392	19309583	19309815	19310313	4479	1,3,3	40,61,49	6,5,8	19,27,42	110	74	0.000201340706975	0.0025964197256	0.017,0.032,0.04	0.175,0.111,0.114	-0.104	0.017	0.032	0.04	0.175	0.111	0.114	chr2R:-:19309392-19309583:19309662-19309698:19309815-19310313	41,64,52	25,32,50	pass
4786	FBgn0052264	CG32264	chr3L	-	3722859	3723105	3722155	3722522	3723638	3723872	4786	256,215,215	20,26,16	60,104,117	1,5,2	320	74	0.000208576228596	0.00268195271972	0.747,0.657,0.757	0.933,0.828,0.931	-0.177	0.747	0.657	0.757	0.933	0.828	0.931	chr3L:-:3722155-3722522:3722859-3723105:3723638-3723872	276,241,231	61,109,119	pass
5550	FBgn0016754	sba	chr3R	-	23921517	23921780	23920006	23920846	23922895	23922973	5550	40,34,18	1,5,2	37,59,42	0,0,2	337	74	0.000225265095229	0.00288819714315	0.898,0.599,0.664	1.0,1.0,0.822	-0.22	0.898	0.599	0.664	1.0	1.0	0.822	chr3R:-:23920006-23920846:23921517-23921780:23922895-23922973	41,39,20	37,59,44	pass
1991	FBgn0032006	Pvr	chr2L	-	8227651	8227826	8226457	8226606	8228493	8229011	1991	91,115,65	2,3,1	63,115,113	5,12,8	249	74	0.000228376401693	0.00291967416992	0.931,0.919,0.951	0.789,0.74,0.808	0.155	0.931	0.919	0.951	0.789	0.74	0.808	chr2L:-:8226457-8226606:8227651-8227826:8228493-8229011	93,118,66	68,127,121	pass
1935	FBgn0265194	Trpm	chr2R	-	15272551	15272608	15271389	15271539	15274538	15274691	1935	14,24,22	9,13,7	8,3,5	11,13,8	131	74	0.000234621774183	0.00299092341931	0.468,0.51,0.64	0.291,0.115,0.261	0.317	0.468	0.51	0.64	0.291	0.115	0.261	chr2R:-:15271389-15271539:15272551-15272608:15274538-15274691	23,37,29	19,16,13	fail
1399	FBgn0032801	CG10165	chr2L	-	19528770	19528996	19528087	19528369	19529991	19530305	1399	37,45,41	4,2,1	21,25,12	0,0,0	300	74	0.000236735157149	0.00300924204045	0.695,0.847,0.91	1.0,1.0,1.0	-0.183	0.695	0.847	0.91	1.0	1.0	1.0	chr2L:-:19528087-19528369:19528770-19528996:19529991-19530305	41,47,42	21,25,12	fail
387	FBgn0025681	CG3558	chr2L	+	2997491	2997530	2996501	2997059	2997790	2998726	387	55,38,31	65,59,59	11,18,11	34,47,53	113	74	0.000246796067252	0.00312819288662	0.357,0.297,0.256	0.175,0.201,0.12	0.138	0.357	0.297	0.256	0.175	0.201	0.12	chr2L:+:2996501-2997059:2997491-2997530:2997790-2998726	120,97,90	45,65,64	pass
3799	FBgn0000289	cg	chr2R	+	14180421	14180819	14179312	14179931	14181210	14182838	3799	47,69,51	71,99,67	16,28,18	58,56,60	472	74	0.00025205272386	0.00317698484547	0.094,0.099,0.107	0.041,0.073,0.045	0.047	0.094	0.099	0.107	0.041	0.073	0.045	chr2R:+:14179312-14179931:14180421-14180819:14181210-14182838	118,168,118	74,84,78	pass
4270	FBgn0043070	MESK2	chr2R	+	21507294	21507722	21502096	21502479	21510117	21510201	4270	391,496,397	3,4,1	321,465,387	2,23,6	502	74	0.000252787735513	0.00317698484547	0.951,0.948,0.983	0.959,0.749,0.905	0.09	0.951	0.948	0.983	0.959	0.749	0.905	chr2R:+:21502096-21502479:21507294-21507722:21510117-21510201	394,500,398	323,488,393	pass
4828	FBgn0020306	dom	chr2R	+	21326189	21326294	21325391	21325647	21327418	21328219	4828	9,16,4	63,57,50	0,1,5	26,46,58	179	74	0.000252344009243	0.00317698484547	0.056,0.104,0.032	0.0,0.009,0.034	0.05	0.056	0.104	0.032	0.0	0.009	0.034	chr2R:+:21325391-21325647:21326189-21326294:21327418-21328219	72,73,54	26,47,63	pass
5549	FBgn0016754	sba	chr3R	-	23921517	23921709	23920006	23920846	23922895	23922973	5549	29,30,17	1,5,2	31,46,31	0,0,2	266	74	0.000258203272178	0.00323590523358	0.89,0.625,0.703	1.0,1.0,0.812	-0.198	0.89	0.625	0.703	1.0	1.0	0.812	chr3R:-:23920006-23920846:23921517-23921709:23922895-23922973	30,35,19	31,46,33	fail
1143	FBgn0037443	Dmtn	chr3R	-	6393731	6393911	6391304	6391988	6405377	6405660	1143	161,142,105	0,0,0	140,165,148	2,7,2	254	74	0.000260184971091	0.00325158128198	1.0,1.0,1.0	0.953,0.873,0.956	0.073	1.0	1.0	1.0	0.953	0.873	0.956	chr3R:-:6391304-6391988:6393731-6393911:6405377-6405660	161,142,105	142,172,150	pass
1987	FBgn0032006	Pvr	chr2L	-	8228082	8228257	8226457	8226606	8228493	8229011	1987	1436,2009,1424	2,3,1	724,1095,1030	5,12,8	249	74	0.000267652578573	0.00333553591617	0.995,0.995,0.998	0.977,0.964,0.975	0.024	0.995	0.995	0.998	0.977	0.964	0.975	chr2L:-:8226457-8226606:8228082-8228257:8228493-8229011	1438,2012,1425	729,1107,1038	pass
4815	FBgn0015239	Hr78	chr3L	-	21496420	21496741	21495598	21495868	21497290	21497494	4815	387,468,333	1,2,3	223,301,351	4,4,11	395	74	0.000272422950723	0.003385501977	0.986,0.978,0.954	0.913,0.934,0.857	0.071	0.986	0.978	0.954	0.913	0.934	0.857	chr3L:-:21495598-21495868:21496420-21496741:21497290-21497494	388,470,336	227,305,362	pass
1895	FBgn0033159	Dscam1	chr2R	-	7335715	7336003	7332260	7332380	7347848	7348010	1895	0,8,1	1,3,0	4,5,6	0,0,1	362	74	0.000286442882144	0.00354981722189	0.0,0.353,1.0	1.0,1.0,0.551	-0.399	0.0	0.353	1.0	1.0	1.0	0.551	chr2R:-:7332260-7332380:7335715-7336003:7347848-7348010	1,11,1	4,5,7	fail
5071	FBgn0040056	CG17698	chr3L	+	23740160	23741084	23737959	23738184	23746189	23746544	5071	362,658,522	7,12,11	354,382,333	13,19,18	998	74	0.000291818099659	0.00360638534829	0.793,0.803,0.779	0.669,0.599,0.578	0.176	0.793	0.803	0.779	0.669	0.599	0.578	chr3L:+:23737959-23738184:23740160-23741084:23746189-23746544	369,670,533	367,401,351	pass
1808	FBgn0025111	Ant2	chrX	-	10780196	10780526	10778953	10779695	10786805	10786907	1808	125,97,80	5,6,7	50,56,105	0,1,2	404	74	0.000292885700206	0.00360955257678	0.821,0.748,0.677	1.0,0.911,0.906	-0.19	0.821	0.748	0.677	1.0	0.911	0.906	chrX:-:10778953-10779695:10780196-10780526:10786805-10786907	130,103,87	50,57,107	pass
3149	FBgn0263197	Patronin	chr2R	-	17523823	17523898	17520645	17520928	17524083	17524282	3149	170,232,163	2,0,0	89,85,107	4,4,3	149	74	0.000301126974347	0.00370086715157	0.977,1.0,1.0	0.917,0.913,0.947	0.067	0.977	1.0	1.0	0.917	0.913	0.947	chr2R:-:17520645-17520928:17523823-17523898:17524083-17524282	172,232,163	93,89,110	pass
2164	FBgn0053113	Rtnl1	chr2L	-	5004171	5004207	4994786	4994994	5008180	5009720	2164	172,162,140	151,185,152	30,48,61	58,69,116	110	74	0.000303603301191	0.00372102227823	0.434,0.371,0.383	0.258,0.319,0.261	0.117	0.434	0.371	0.383	0.258	0.319	0.261	chr2L:-:4994786-4994994:5004171-5004207:5008180-5009720	323,347,292	88,117,177	pass
3743	FBgn0010434	cora	chr2R	+	19242483	19242585	19242173	19242395	19242703	19242859	3743	969,975,769	0,3,2	311,451,482	3,3,13	176	74	0.000312207004063	0.00380550400295	1.0,0.993,0.994	0.978,0.984,0.94	0.028	1.0	0.993	0.994	0.978	0.984	0.94	chr2R:+:19242173-19242395:19242483-19242585:19242703-19242859	969,978,771	314,454,495	pass
3931	FBgn0033844	bbc	chr2R	-	13489741	13489873	13487973	13488132	13491434	13491593	3931	104,156,120	144,148,82	44,58,80	20,33,36	206	74	0.000311656381383	0.00380550400295	0.206,0.275,0.345	0.441,0.387,0.444	-0.149	0.206	0.275	0.345	0.441	0.387	0.444	chr2R:-:13487973-13488132:13489741-13489873:13491434-13491593	248,304,202	64,91,116	pass
192	FBgn0260745	mfas	chr3R	-	11992071	11992143	11989209	11989523	11992741	11992874	192	8,8,8	32,31,26	0,1,8	35,36,55	146	74	0.000315504198833	0.00383518628581	0.112,0.116,0.135	0.0,0.014,0.069	0.093	0.112	0.116	0.135	0.0	0.014	0.069	chr3R:-:11989209-11989523:11992071-11992143:11992741-11992874	40,39,34	35,37,63	pass
2977	FBgn0260987	vtd	chr3L	+	27146394	27146574	27140118	27140242	27146944	27147695	2977	614,720,584	6,7,6	539,669,757	17,17,15	254	74	0.000324725990616	0.00392583133764	0.968,0.968,0.966	0.902,0.92,0.936	0.048	0.968	0.968	0.966	0.902	0.92	0.936	chr3L:+:27140118-27140242:27146394-27146574:27146944-27147695	620,727,590	556,686,772	pass
570	FBgn0085446	CG34417	chrX	+	6577943	6583178	6577036	6577112	6585692	6585785	570	117,169,73	12,12,8	126,134,95	2,2,3	5309	74	0.000324290038295	0.00392583133764	0.12,0.164,0.113	0.468,0.483,0.306	-0.287	0.12	0.164	0.113	0.468	0.483	0.306	chrX:+:6577036-6577112:6577943-6583178:6585692-6585785	129,181,81	128,136,98	pass
1504	FBgn0039972	CG17018	chr2L	+	22354465	22354969	22354354	22354401	22363429	22364294	1504	2077,2981,2029	3,1,1	1449,2103,1968	6,6,11	578	74	0.000326157144414	0.00393244752167	0.989,0.997,0.996	0.969,0.978,0.958	0.026	0.989	0.997	0.996	0.969	0.978	0.958	chr2L:+:22354354-22354401:22354465-22354969:22363429-22364294	2080,2982,2030	1455,2109,1979	pass
213	FBgn0261625	CG42708	chr2R	-	12676124	12676231	12673099	12673339	12679207	12679593	213	418,586,397	0,0,1	213,326,272	7,7,1	181	74	0.000327742995946	0.00394088807828	1.0,1.0,0.994	0.926,0.95,0.991	0.042	1.0	1.0	0.994	0.926	0.95	0.991	chr2R:-:12673099-12673339:12676124-12676231:12679207-12679593	418,586,398	220,333,273	pass
1887	FBgn0033159	Dscam1	chr2R	-	7344663	7344954	7332260	7332380	7347848	7348010	1887	3,2,2	1,3,0	14,4,5	0,0,1	365	74	0.000333090243309	0.00398365186151	0.378,0.119,1.0	1.0,1.0,0.503	-0.335	0.378	0.119	1.0	1.0	1.0	0.503	chr2R:-:7332260-7332380:7344663-7344954:7347848-7348010	4,5,2	14,4,6	fail
2777	FBgn0037723	SpdS	chr3R	+	9632106	9632300	9631670	9631854	9632376	9633187	2777	53,74,32	83,123,84	11,14,23	32,68,77	268	74	0.000332809173982	0.00398365186151	0.15,0.142,0.095	0.087,0.054,0.076	0.057	0.15	0.142	0.095	0.087	0.054	0.076	chr3R:+:9631670-9631854:9632106-9632300:9632376-9633187	136,197,116	43,82,100	pass
1903	FBgn0033159	Dscam1	chr2R	-	7336530	7336818	7332260	7332380	7347848	7348010	1903	3,3,1	1,3,0	1,12,7	0,0,1	362	74	0.000334496811383	0.00398744350002	0.38,0.17,1.0	1.0,1.0,0.589	-0.346	0.38	0.17	1.0	1.0	1.0	0.589	chr2R:-:7332260-7332380:7336530-7336818:7347848-7348010	4,6,1	1,12,8	fail
2009	FBgn0264693	ens	chr3L	-	4130388	4130643	4126988	4127162	4131120	4131236	2009	15,26,10	24,32,18	24,53,31	19,23,20	329	74	0.000335199790741	0.00398744350002	0.123,0.155,0.111	0.221,0.341,0.259	-0.144	0.123	0.155	0.111	0.221	0.341	0.259	chr3L:-:4126988-4127162:4130388-4130643:4131120-4131236	39,58,28	43,76,51	pass
2197	FBgn0032938	CG8671	chr2L	+	21277196	21278429	21275723	21275806	21281131	21281337	2197	1618,1883,1504	47,73,70	913,1131,1174	53,72,80	1307	74	0.000339564157207	0.00402481923316	0.661,0.594,0.549	0.494,0.471,0.454	0.128	0.661	0.594	0.549	0.494	0.471	0.454	chr2L:+:21275723-21275806:21277196-21278429:21281131-21281337	1665,1956,1574	966,1203,1254	pass
3925	FBgn0260003	Dys	chr3R	+	19505867	19505936	19494212	19494318	19506247	19506338	3925	5,3,3	20,26,16	1,0,0	17,30,25	143	74	0.000340151052297	0.00402481923316	0.115,0.056,0.088	0.03,0.0,0.0	0.076	0.115	0.056	0.088	0.03	0.0	0.0	chr3R:+:19494212-19494318:19505867-19505936:19506247-19506338	25,29,19	18,30,25	fail
3277	FBgn0041182	Tep2	chr2L	-	7698373	7698551	7696027	7696206	7698724	7698992	3277	73,106,83	7,4,7	31,33,38	6,6,14	252	74	0.000342784962127	0.00404522625067	0.754,0.886,0.777	0.603,0.618,0.444	0.251	0.754	0.886	0.777	0.603	0.618	0.444	chr2L:-:7696027-7696206:7698373-7698551:7698724-7698992	80,110,90	37,39,52	pass
3812	FBgn0261873	sdt	chrX	+	8224784	8225726	8223955	8224047	8227870	8228098	3812	28,48,43	11,15,22	92,97,80	11,16,17	1016	74	0.000345628186286	0.00406798889097	0.156,0.189,0.125	0.379,0.306,0.255	-0.157	0.156	0.189	0.125	0.379	0.306	0.255	chrX:+:8223955-8224047:8224784-8225726:8227870-8228098	39,63,65	103,113,97	pass
1891	FBgn0033159	Dscam1	chr2R	-	7341327	7341618	7332260	7332380	7347848	7348010	1891	2,2,3	1,3,0	4,6,6	0,0,1	365	74	0.000348012564072	0.00408524511229	0.288,0.119,1.0	1.0,1.0,0.549	-0.381	0.288	0.119	1.0	1.0	1.0	0.549	chr2R:-:7332260-7332380:7341327-7341618:7347848-7348010	3,5,3	4,6,7	fail
5467	FBgn0264607	CaMKII	chr4	-	1047263	1047390	1045155	1045248	1047452	1047575	5467	551,719,524	3,1,2	346,344,405	9,8,1	201	74	0.000353179357462	0.00413498674039	0.985,0.996,0.99	0.934,0.941,0.993	0.034	0.985	0.996	0.99	0.934	0.941	0.993	chr4:-:1045155-1045248:1047263-1047390:1047452-1047575	554,720,526	355,352,406	pass
1905	FBgn0033159	Dscam1	chr2R	-	7346641	7346929	7332260	7332380	7347848	7348010	1905	1,4,2	1,3,0	4,6,13	0,0,1	362	74	0.00037084769017	0.00433044979939	0.17,0.214,1.0	1.0,1.0,0.727	-0.448	0.17	0.214	1.0	1.0	1.0	0.727	chr2R:-:7332260-7332380:7346641-7346929:7347848-7348010	2,7,2	4,6,14	fail
3043	FBgn0085412	CG34383	chr3R	+	13752243	13755606	13749365	13750446	13756375	13756662	3043	2,2,6	0,0,0	27,6,9	1,1,1	3437	74	0.000372240867033	0.00433533931264	1.0,1.0,1.0	0.368,0.114,0.162	0.785	1.0	1.0	1.0	0.368	0.114	0.162	chr3R:+:13749365-13750446:13752243-13755606:13756375-13756662	2,2,6	28,7,10	fail
1766	FBgn0036518	RhoGAP71E	chr3L	+	15604835	15605280	15601634	15602515	15606658	15609125	1766	162,202,136	89,89,83	133,183,131	28,16,44	519	74	0.000388455178052	0.00451236837377	0.206,0.244,0.189	0.404,0.62,0.298	-0.228	0.206	0.244	0.189	0.404	0.62	0.298	chr3L:+:15601634-15602515:15604835-15605280:15606658-15609125	251,291,219	161,199,175	pass
4642	FBgn0010225	Gel	chr3R	+	4236999	4237210	4236787	4236939	4237624	4237817	4642	5,7,5	17,17,21	11,17,7	11,5,8	285	74	0.000391877857261	0.00454027236186	0.071,0.097,0.058	0.206,0.469,0.185	-0.211	0.071	0.097	0.058	0.206	0.469	0.185	chr3R:+:4236787-4236939:4236999-4237210:4237624-4237817	22,24,26	22,22,15	fail
314	FBgn0020647	KrT95D	chr3R	-	24002421	24002547	24000179	24000780	24003415	24003764	314	564,693,537	21,22,18	504,655,569	29,40,41	200	74	0.000396231754194	0.00457879240106	0.909,0.921,0.917	0.865,0.858,0.837	0.062	0.909	0.921	0.917	0.865	0.858	0.837	chr3R:-:24000179-24000780:24002421-24002547:24003415-24003764	585,715,555	533,695,610	pass
4269	FBgn0043070	MESK2	chr2R	+	21507321	21507722	21502096	21502479	21510117	21510201	4269	331,411,335	3,4,1	265,372,334	2,23,6	475	74	0.000400269743633	0.00461347173426	0.945,0.941,0.981	0.954,0.716,0.897	0.1	0.945	0.941	0.981	0.954	0.716	0.897	chr2R:+:21502096-21502479:21507321-21507722:21510117-21510201	334,415,336	267,395,340	pass
4675	FBgn0036318	Wbp2	chr3L	+	12852231	12852277	12851308	12851722	12852426	12852521	4675	102,140,110	0,3,1	31,45,42	4,5,1	120	74	0.000403014685546	0.00463310681135	1.0,0.966,0.985	0.827,0.847,0.963	0.105	1.0	0.966	0.985	0.827	0.847	0.963	chr3L:+:12851308-12851722:12852231-12852277:12852426-12852521	102,143,111	35,50,43	pass
3823	FBgn0039993	CG17691	chr2R	+	1594945	1595192	1590939	1591017	1595765	1595984	3823	1388,1869,1505	1,5,3	1331,1557,1513	9,9,12	321	74	0.000424007886508	0.00486188424504	0.997,0.989,0.991	0.972,0.976,0.967	0.021	0.997	0.989	0.991	0.972	0.976	0.967	chr2R:+:1590939-1591017:1594945-1595192:1595765-1595984	1389,1874,1508	1340,1566,1525	pass
3349	FBgn0027084	Aats-lys	chrX	-	9608421	9608655	9607628	9608292	9608718	9608841	3349	96,91,69	190,301,210	23,53,52	177,219,177	308	74	0.000430519494673	0.00491942544409	0.108,0.068,0.073	0.03,0.055,0.066	0.033	0.108	0.068	0.073	0.03	0.055	0.066	chrX:-:9607628-9608292:9608421-9608655:9608718-9608841	286,392,279	200,272,229	pass
4374	FBgn0024555	flfl	chr3R	+	13684424	13684524	13683920	13684150	13687569	13687975	4374	6,13,10	100,128,81	3,4,1	70,119,101	174	74	0.000431237564216	0.00491942544409	0.025,0.041,0.05	0.018,0.014,0.004	0.027	0.025	0.041	0.05	0.018	0.014	0.004	chr3R:+:13683920-13684150:13684424-13684524:13687569-13687975	106,141,91	73,123,102	pass
1385	FBgn0053207	pxb	chr3R	+	15679135	15679248	15671764	15672180	15685069	15685304	1385	250,249,169	0,1,0	36,44,79	2,4,2	187	74	0.000435788575043	0.00495862754569	1.0,0.99,1.0	0.877,0.813,0.94	0.12	1.0	0.99	1.0	0.877	0.813	0.94	chr3R:+:15671764-15672180:15679135-15679248:15685069-15685304	250,250,169	38,48,81	pass
4734	FBgn0042174	CR18854	chr2L	-	9789674	9789732	9789366	9789615	9789790	9790309	4734	235,303,255	110,104,83	533,612,629	99,153,175	132	74	0.000438351118966	0.00496449418138	0.545,0.62,0.633	0.751,0.692,0.668	-0.104	0.545	0.62	0.633	0.751	0.692	0.668	chr2L:-:9789366-9789615:9789674-9789732:9789790-9790309	345,407,338	632,765,804	pass
4920	FBgn0000546	EcR	chr2R	-	6122881	6123847	6094556	6095071	6131065	6131841	4920	224,326,181	1,1,0	167,232,212	3,5,1	1040	74	0.000438535898692	0.00496449418138	0.941,0.959,1.0	0.798,0.768,0.938	0.132	0.941	0.959	1.0	0.798	0.768	0.938	chr2R:-:6094556-6095071:6122881-6123847:6131065-6131841	225,327,181	170,237,213	pass
1133	FBgn0037443	Dmtn	chr3R	-	6392879	6392959	6391304	6391988	6393731	6393911	1133	138,152,92	6,4,1	53,36,67	5,4,9	154	74	0.000445049849453	0.00502544868075	0.917,0.948,0.978	0.836,0.812,0.782	0.138	0.917	0.948	0.978	0.836	0.812	0.782	chr3R:-:6391304-6391988:6392879-6392959:6393731-6393911	144,156,93	58,40,76	pass
5058	FBgn0261383	IntS6	chrX	-	5744355	5744699	5738662	5743912	5746771	5747254	5058	231,394,210	0,3,0	782,973,704	16,11,3	418	74	0.000451036445274	0.00508015479753	1.0,0.959,1.0	0.896,0.94,0.976	0.049	1.0	0.959	1.0	0.896	0.94	0.976	chrX:-:5738662-5743912:5744355-5744699:5746771-5747254	231,397,210	798,984,707	pass
1478	FBgn0032694	MESR3	chr2L	+	18649597	18649627	18631742	18631774	18660208	18661776	1478	349,545,466	1,5,4	204,309,293	8,2,12	104	74	0.000473619501706	0.00532104334114	0.996,0.987,0.988	0.948,0.991,0.946	0.029	0.996	0.987	0.988	0.948	0.991	0.946	chr2L:+:18631742-18631774:18649597-18649627:18660208-18661776	350,550,470	212,311,305	pass
308	FBgn0266756	btsz	chr3R	-	14814248	14821283	14808626	14808811	14823862	14823986	308	85,51,60	0,0,0	99,156,220	1,0,4	7109	74	0.000476812724899	0.00534342522185	1.0,1.0,1.0	0.508,1.0,0.364	0.376	1.0	1.0	1.0	0.508	1.0	0.364	chr3R:-:14808626-14808811:14814248-14821283:14823862-14823986	85,51,60	100,156,224	pass
3748	FBgn0053196	dp	chr2L	-	4548004	4548802	4532242	4532386	4552242	4552335	3748	13,14,5	0,1,0	9,4,15	1,3,0	872	74	0.000479895953456	0.00535421920815	1.0,0.543,1.0	0.433,0.102,1.0	0.336	1.0	0.543	1.0	0.433	0.102	1.0	chr2L:-:4532242-4532386:4548004-4548802:4552242-4552335	13,15,5	10,7,15	fail
5063	FBgn0261278	grp	chr2L	+	16684497	16684607	16680053	16680276	16690901	16691192	5063	10,24,22	162,236,169	59,53,30	235,288,254	184	74	0.000480182841999	0.00535421920815	0.024,0.039,0.05	0.092,0.069,0.045	-0.031	0.024	0.039	0.05	0.092	0.069	0.045	chr2L:+:16680053-16680276:16684497-16684607:16690901-16691192	172,260,191	294,341,284	pass
