ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	eventID
5319	FBgn0027335	Rip11	chrX	-	18636613	18636873	18635641	18636319	18637412	18637573	5319	931	42	963	12	335	75	2.24276533408e-05	0.000214412519207	0.832	0.947	-0.115	chrX:-:18635641-18636319:18636613-18636873:18637412-18637573
1517	FBgn0085423	CG34394	chr2L	-	3362442	3362718	3360995	3361443	3362998	3363195	1517	99	68	214	59	351	75	2.25236641956e-05	0.000214833101912	0.237	0.437	-0.2	chr2L:-:3360995-3361443:3362442-3362718:3362998-3363195
408	FBgn0030089	AP-1gamma	chrX	+	9112749	9112767	9112162	9112239	9113642	9113899	408	1	78	12	37	93	75	2.32070745504e-05	0.000220841515883	0.01	0.207	-0.197	chrX:+:9112162-9112239:9112749-9112767:9113642-9113899
515	FBgn0025726	unc-13	chr4	-	884045	884120	883566	883641	885759	885891	515	0	264	21	259	150	75	2.32749713435e-05	0.00022097846356	0.0	0.039	-0.039	chr4:-:883566-883641:884045-884120:885759-885891
615	FBgn0037541	CG2747	chr3R	-	8022456	8022489	8018207	8021949	8022617	8022891	615	2	42	31	55	108	75	2.33585704317e-05	0.000221263522667	0.032	0.281	-0.249	chr3R:-:8018207-8021949:8022456-8022489:8022617-8022891
3952	FBgn0053554	Nipped-A	chr2R	-	5180549	5181767	5177964	5178622	5183506	5183626	3952	10116	1	5604	15	1293	75	2.45829643689e-05	0.000232328702159	0.998	0.956	0.042	chr2R:-:5177964-5178622:5180549-5181767:5183506-5183626
821	FBgn0052000	CG32000	chr4	+	137222	137332	136878	137167	137390	137752	821	2052	8	1188	23	185	75	2.74277987191e-05	0.000258622850936	0.99	0.954	0.036	chr4:+:136878-137167:137222-137332:137390-137752
4813	FBgn0050118	CG30118	chr2R	-	18437939	18437977	18437574	18437612	18438207	18438275	4813	125	4	7	6	113	75	2.84145494611e-05	0.00026731683206	0.954	0.436	0.518	chr2R:-:18437574-18437612:18437939-18437977:18438207-18438275
694	FBgn0261794	kcc	chr2R	+	23924001	23924094	23922921	23923029	23924415	23924549	694	349	0	243	12	168	75	3.04448678849e-05	0.000285766600829	1.0	0.9	0.1	chr2R:+:23922921-23923029:23924001-23924094:23924415-23924549
550	FBgn0003256	rl	chr2R	+	1076634	1076761	1071974	1072045	1080330	1080441	550	1832	4	555	12	202	75	3.18192243883e-05	0.000297989561732	0.994	0.945	0.049	chr2R:+:1071974-1072045:1076634-1076761:1080330-1080441
48	FBgn0026401	Nipped-B	chr2R	-	4695461	4695610	4693247	4693483	4700388	4700583	48	376	0	379	15	224	75	3.20147973321e-05	0.000299142789551	1.0	0.894	0.106	chr2R:-:4693247-4693483:4695461-4695610:4700388-4700583
964	FBgn0013984	InR	chr3R	-	21587952	21588009	21579469	21580688	21618726	21619036	964	106	0	59	10	132	75	3.24938520088e-05	0.000302933654168	1.0	0.77	0.23	chr3R:-:21579469-21580688:21587952-21588009:21618726-21619036
753	FBgn0259937	Nop60B	chr2R	+	24185477	24185527	24185238	24185289	24185714	24185767	753	65	2	31	14	125	75	3.33019057038e-05	0.000309767726479	0.951	0.571	0.38	chr2R:+:24185238-24185289:24185477-24185527:24185714-24185767
4876	FBgn0040056	CG17698	chr3L	+	23747872	23748060	23737959	23738184	23748423	23748716	4876	350	0	365	15	263	75	3.34683749492e-05	0.000310616603461	1.0	0.874	0.126	chr3L:+:23737959-23738184:23747872-23748060:23748423-23748716
3966	FBgn0053554	Nipped-A	chr2R	-	5204193	5204278	5201445	5202063	5210501	5210874	3966	361	0	158	9	160	75	3.46881336245e-05	0.000321215228406	1.0	0.892	0.108	chr2R:-:5201445-5202063:5204193-5204278:5210501-5210874
426	FBgn0085432	pan	chr4	+	72320	72594	69652	69981	72816	72862	426	1492	0	871	12	349	75	3.56714158605e-05	0.00032958153804	1.0	0.94	0.06	chr4:+:69652-69981:72320-72594:72816-72862
2999	FBgn0038256	CG7530	chr3R	-	14727189	14727327	14726039	14726147	14730510	14731509	2999	368	0	79	6	213	75	3.62502755146e-05	0.0003341822274	1.0	0.823	0.177	chr3R:-:14726039-14726147:14727189-14727327:14730510-14731509
2018	FBgn0266177	pre-mod(mdg4)-I	chr3R	-	21357475	21357758	21356810	21357364	21358004	21359069	2018	266	0	111	8	358	75	3.98436883892e-05	0.000366490942199	1.0	0.744	0.256	chr3R:-:21356810-21357364:21357475-21357758:21358004-21359069
4342	FBgn0082582	tmod	chr3R	+	30576597	30576818	30572924	30573072	30577178	30577558	4342	176	756	223	598	296	75	4.01748779932e-05	0.000368107038366	0.056	0.086	-0.03	chr3R:+:30572924-30573072:30576597-30576818:30577178-30577558
5203	FBgn0261550	CG42668	chr3R	+	20315838	20315940	20309903	20310638	20318976	20319026	5203	26	174	49	110	177	75	4.01976451097e-05	0.000368107038366	0.06	0.159	-0.099	chr3R:+:20309903-20310638:20315838-20315940:20318976-20319026
2970	FBgn0263197	Patronin	chr2R	-	17523823	17523898	17521705	17521900	17524083	17524282	2970	97	3	72	20	150	75	4.03974640629e-05	0.000369118421637	0.942	0.643	0.299	chr2R:-:17521705-17521900:17523823-17523898:17524083-17524282
851	FBgn0259176	bun	chr2L	-	12516483	12517185	12477114	12477166	12536274	12537419	851	165	16	445	7	777	75	4.23023498121e-05	0.000385670429854	0.499	0.86	-0.361	chr2L:-:12477114-12477166:12516483-12517185:12536274-12537419
1169	FBgn0039928	Cals	chr4	-	1120658	1120801	1117967	1119017	1121458	1121622	1169	996	0	354	9	218	75	4.33673678402e-05	0.000394509315375	1.0	0.931	0.069	chr4:-:1117967-1119017:1120658-1120801:1121458-1121622
1638	FBgn0002413	dco	chr3R	-	31058539	31058627	31055185	31057928	31060374	31061210	1638	643	0	606	16	163	75	4.42477078181e-05	0.000401633040195	1.0	0.946	0.054	chr3R:-:31055185-31057928:31058539-31058627:31060374-31061210
3226	FBgn0058178	CG40178	chr3L	-	25969229	25969627	25961359	25961540	26014020	26014112	3226	594	0	198	7	473	75	4.86832625129e-05	0.000440925162672	1.0	0.818	0.182	chr3L:-:25961359-25961540:25969229-25969627:26014020-26014112
73	FBgn0026401	Nipped-B	chr2R	-	4695118	4695406	4693247	4693483	4700388	4700583	73	2195	0	1605	15	363	75	5.13101087352e-05	0.000463699669751	1.0	0.957	0.043	chr2R:-:4693247-4693483:4695118-4695406:4700388-4700583
4874	FBgn0040056	CG17698	chr3L	+	23747758	23747812	23746189	23746544	23747872	23748060	4874	4	146	13	53	129	75	5.55053353537e-05	0.000500517543692	0.016	0.125	-0.109	chr3L:+:23746189-23746544:23747758-23747812:23747872-23748060
312	FBgn0004875	enc	chr3L	+	3834270	3834627	3833455	3833670	3836021	3836934	312	38	40	134	45	432	75	6.03775563992e-05	0.000543266466076	0.142	0.341	-0.199	chr3L:+:3833455-3833670:3834270-3834627:3836021-3836934
1283	FBgn0011666	msi	chr3R	+	25574883	25574922	25564079	25564127	25595073	25595602	1283	24	5	1	9	114	75	6.25851402475e-05	0.000561868172424	0.759	0.068	0.691	chr3R:+:25564079-25564127:25574883-25574922:25595073-25595602
284	FBgn0261625	CG42708	chr2R	-	12676124	12676231	12673099	12673339	12679207	12679593	284	476	0	264	10	182	75	6.27642199086e-05	0.000561868172424	1.0	0.916	0.084	chr2R:-:12673099-12673339:12676124-12676231:12679207-12679593
2924	FBgn0011224	heph	chr3R	-	31931774	31932614	31881747	31881871	31959034	31959127	2924	13	68	34	41	915	75	6.28530497966e-05	0.000561868172424	0.015	0.064	-0.049	chr3R:-:31881747-31881871:31931774-31932614:31959034-31959127
2535	FBgn0052016	4E-T	chr4	-	956544	957889	954920	955050	958005	958170	2535	5545	1	3179	12	1420	75	6.3888059703e-05	0.000569887012038	0.997	0.933	0.064	chr4:-:954920-955050:956544-957889:958005-958170
4685	FBgn0037913	fabp	chr3R	-	11564783	11565111	11564439	11564711	11566917	11567054	4685	178	2615	106	915	403	75	6.4991619666e-05	0.000578481442286	0.013	0.021	-0.008	chr3R:-:11564439-11564711:11564783-11565111:11566917-11567054
2793	FBgn0260987	vtd	chr3L	+	27146944	27147695	27136945	27137236	27156009	27156171	2793	5635	0	4775	17	826	75	6.58880595897e-05	0.000585199324958	1.0	0.962	0.038	chr3L:+:27136945-27137236:27146944-27147695:27156009-27156171
3423	FBgn0000256	capu	chr2L	-	3878894	3879067	3874449	3875302	3884035	3884518	3423	463	0	152	7	248	75	6.63502799345e-05	0.000588040034613	1.0	0.868	0.132	chr2L:-:3874449-3875302:3878894-3879067:3884035-3884518
154	FBgn0051550	CG31550	chr3R	+	5487059	5487177	5486234	5486884	5487834	5488307	154	32	16	9	29	193	75	6.85411722418e-05	0.000606156405479	0.437	0.108	0.329	chr3R:+:5486234-5486884:5487059-5487177:5487834-5488307
4402	FBgn0037313	CG1161	chr3R	+	5356002	5356128	5355833	5355942	5356424	5356748	4402	1135	4	463	13	201	75	6.91202005523e-05	0.0006099710006	0.991	0.93	0.061	chr3R:+:5355833-5355942:5356002-5356128:5356424-5356748
3363	FBgn0003301	rut	chrX	-	14797291	14797522	14795648	14796122	14798874	14799165	3363	9	39	13	5	306	75	7.12326945435e-05	0.000627272981801	0.054	0.389	-0.335	chrX:-:14795648-14796122:14797291-14797522:14798874-14799165
4001	FBgn0039994	conu	chr2R	+	4757235	4757748	4756654	4757165	4757801	4758048	4001	2434	0	1792	13	588	75	7.35495091552e-05	0.000646296750662	1.0	0.946	0.054	chr2R:+:4756654-4757165:4757235-4757748:4757801-4758048
586	FBgn0085446	CG34417	chrX	+	6577943	6584022	6577036	6577112	6585692	6585785	586	207	13	378	2	6154	75	7.38187736232e-05	0.000647285637078	0.163	0.697	-0.534	chrX:+:6577036-6577112:6577943-6584022:6585692-6585785
465	FBgn0265991	Zasp52	chr2R	-	15780984	15781079	15780057	15780277	15781772	15781906	465	169	0	111	10	170	75	7.59082176471e-05	0.000664196904412	1.0	0.83	0.17	chr2R:-:15780057-15780277:15780984-15781079:15781772-15781906
829	FBgn0052000	CG32000	chr4	+	133587	133713	133185	133231	133794	133924	829	509	0	116	6	201	75	7.73484208463e-05	0.000675367818383	1.0	0.878	0.122	chr4:+:133185-133231:133587-133713:133794-133924
583	FBgn0085446	CG34417	chrX	+	6577943	6583178	6577036	6577112	6585692	6585785	583	191	13	347	2	5310	75	7.83931333186e-05	0.000683045655287	0.172	0.71	-0.538	chrX:+:6577036-6577112:6577943-6583178:6585692-6585785
4871	FBgn0040056	CG17698	chr3L	+	23740160	23741084	23737959	23738184	23746189	23746544	4871	5423	16	1757	20	999	75	8.06180733269e-05	0.000700952932295	0.962	0.868	0.094	chr3L:+:23737959-23738184:23740160-23741084:23746189-23746544
4514	FBgn0086378	Alg-2	chr3R	+	3623329	3623705	3623142	3623275	3626909	3627690	4514	2554	0	1072	10	451	75	8.24967443661e-05	0.000714279987908	1.0	0.947	0.053	chr3R:+:3623142-3623275:3623329-3623705:3626909-3627690
5066	FBgn0265784	CrebB	chrX	+	18375248	18375386	18373286	18373455	18375842	18376817	5066	125	91	91	24	213	75	8.24267518353e-05	0.000714279987908	0.326	0.572	-0.246	chrX:+:18373286-18373455:18375248-18375386:18375842-18376817
2929	FBgn0011224	heph	chr3R	-	31972501	31972553	31969755	31969785	31979522	31979619	2929	19	3	4	13	127	75	8.30934735173e-05	0.000717941518047	0.789	0.154	0.635	chr3R:-:31969755-31969785:31972501-31972553:31979522-31979619
3393	FBgn0032026	CG7627	chr2L	-	8361100	8361198	8360209	8360518	8362283	8362469	3393	143	0	126	12	173	75	8.32726390562e-05	0.000717987472447	1.0	0.82	0.18	chr2L:-:8360209-8360518:8361100-8361198:8362283-8362469
5100	FBgn0052521	CG32521	chrX	-	21223579	21223647	21211686	21211799	21281045	21281171	5100	103	0	37	7	143	75	8.46584575158e-05	0.000728415478209	1.0	0.735	0.265	chrX:-:21211686-21211799:21223579-21223647:21281045-21281171
66	FBgn0026401	Nipped-B	chr2R	-	4699058	4699151	4693247	4693483	4700388	4700583	66	1257	0	857	15	168	75	8.6035919575e-05	0.000738728373898	1.0	0.962	0.038	chr2R:-:4693247-4693483:4699058-4699151:4700388-4700583
3022	FBgn0036389	ssp2	chr3L	+	13965523	13965630	13965202	13965392	13968646	13968702	3022	640	0	508	13	182	75	8.67664716803e-05	0.000743455452364	1.0	0.942	0.058	chr3L:+:13965202-13965392:13965523-13965630:13968646-13968702
4909	FBgn0041111	lilli	chr2L	+	2889673	2890916	2885928	2886578	2946708	2947435	4909	2218	0	1233	9	1318	75	8.76140303048e-05	0.000749163447534	1.0	0.886	0.114	chr2L:+:2885928-2886578:2889673-2890916:2946708-2947435
3241	FBgn0058178	CG40178	chr3L	-	25924295	25924456	25873859	25874085	25933195	25933410	3241	561	0	339	10	236	75	8.98069639788e-05	0.000766328019075	1.0	0.915	0.085	chr3L:-:25873859-25874085:25924295-25924456:25933195-25933410
2301	FBgn0026718	fu12	chr2L	-	8451453	8451901	8450793	8451004	8463626	8463994	2301	15	137	15	25	523	75	9.09988722749e-05	0.000774897613392	0.015	0.079	-0.064	chr2L:-:8450793-8451004:8451453-8451901:8463626-8463994
130	FBgn0016126	CaMKI	chr4	+	450241	450316	447100	447235	450370	450509	130	459	0	176	8	150	75	9.27459713749e-05	0.000788149921355	1.0	0.917	0.083	chr4:+:447100-447235:450241-450316:450370-450509
1934	FBgn0051523	CG31523	chr3R	-	4472840	4473188	4468463	4468599	4478632	4479106	1934	156	120	76	21	423	75	9.40665142106e-05	0.00079773039772	0.187	0.391	-0.204	chr3R:-:4468463-4468599:4472840-4473188:4478632-4479106
800	FBgn0260941	app	chr3L	-	12240652	12240674	12219977	12221282	12264620	12264910	800	18	12	7	37	97	75	0.000100420319439	0.000849868687055	0.537	0.128	0.409	chr3L:-:12219977-12221282:12240652-12240674:12264620-12264910
3173	FBgn0004435	Galphaq	chr2R	+	12613566	12614345	12612739	12612851	12615906	12616414	3173	3404	67	2594	95	854	75	0.000109617472847	0.000925808104004	0.817	0.706	0.111	chr2R:+:12612739-12612851:12613566-12614345:12615906-12616414
2779	FBgn0033062	Ars2	chr2R	-	6084168	6084390	6083940	6084007	6084507	6084787	2779	312	188	143	153	297	75	0.000110263149516	0.000929360831635	0.295	0.191	0.104	chr2R:-:6083940-6084007:6084168-6084390:6084507-6084787
4302	FBgn0013733	shot	chr2R	-	13865756	13865905	13864236	13865495	13866060	13866126	4302	4	68	25	64	224	75	0.000113920704671	0.000958233218516	0.019	0.116	-0.097	chr2R:-:13864236-13865495:13865756-13865905:13866060-13866126
2263	FBgn0039969	Fis1	chr2R	-	5603899	5604012	5603586	5603761	5604709	5604834	2263	465	0	118	6	188	75	0.000125065649878	0.00104983970324	1.0	0.887	0.113	chr2R:-:5603586-5603761:5603899-5604012:5604709-5604834
250	FBgn0032901	sky	chr2L	-	20903015	20903559	20882261	20882464	20916904	20917461	250	2214	0	2699	17	619	75	0.000130373724087	0.00109217744519	1.0	0.951	0.049	chr2L:-:20882261-20882464:20903015-20903559:20916904-20917461
3706	FBgn0028550	Atf3	chrX	-	1259958	1260008	1251339	1252096	1274425	1275284	3706	22	1	11	13	125	75	0.000132691447036	0.00110934347421	0.93	0.337	0.593	chrX:-:1251339-1252096:1259958-1260008:1274425-1275284
123	FBgn0259242	CG42340	chrX	-	6511132	6511178	6484774	6485527	6523731	6524323	123	9	0	0	6	121	75	0.00013624259216	0.00113673112247	1.0	0.0	1.0	chrX:-:6484774-6485527:6511132-6511178:6523731-6524323
1593	FBgn0086758	chinmo	chr2L	+	1678868	1678920	1670143	1670189	1690116	1690755	1593	35	0	5	5	127	75	0.000138112841977	0.00115001217211	1.0	0.371	0.629	chr2L:+:1670143-1670189:1678868-1678920:1690116-1690755
3244	FBgn0058178	CG40178	chr3L	-	25924295	25924456	25843724	25844107	25961359	25961540	3244	179	0	196	13	236	75	0.000143489387837	0.00119237660315	1.0	0.827	0.173	chr3L:-:25843724-25844107:25924295-25924456:25961359-25961540
2017	FBgn0003742	tra2	chr2R	-	14603733	14603925	14603347	14603501	14603983	14604123	2017	100	103	83	34	267	75	0.000144312813883	0.00119681108702	0.214	0.407	-0.193	chr2R:-:14603347-14603501:14603733-14603925:14603983-14604123
1408	FBgn0016694	Pdp1	chr3L	-	7819987	7820029	7818068	7818223	7825583	7826705	1408	26	15	9	32	117	75	0.00014529557696	0.00120014146569	0.526	0.153	0.373	chr3L:-:7818068-7818223:7819987-7820029:7825583-7826705
2011	FBgn0033033	scaf	chr2R	-	5684803	5684977	5679765	5680517	5687675	5688038	2011	302	0	883	29	249	75	0.000145252804236	0.00120014146569	1.0	0.902	0.098	chr2R:-:5679765-5680517:5684803-5684977:5687675-5688038
4119	FBgn0259984	kuz	chr2L	+	13558799	13558832	13551141	13551666	13610055	13610578	4119	88	0	45	8	108	75	0.000157261167745	0.00129380203742	1.0	0.796	0.204	chr2L:+:13551141-13551666:13558799-13558832:13610055-13610578
4164	FBgn0022361	Pur-alpha	chr4	+	560717	560820	560094	560300	565406	565515	4164	17	0	8	10	178	75	0.000157105270747	0.00129380203742	1.0	0.252	0.748	chr4:+:560094-560300:560717-560820:565406-565515
5318	FBgn0022709	Adk1	chr3L	-	12201373	12201496	12200711	12201089	12203718	12203935	5318	46	0	26	9	198	75	0.000159496070889	0.00130958006515	1.0	0.523	0.477	chr3L:-:12200711-12201089:12201373-12201496:12203718-12203935
3827	FBgn0036745	CG7484	chr3L	+	17654781	17654900	17654616	17654726	17655217	17655645	3827	737	0	285	8	194	75	0.000160994037106	0.00131914483277	1.0	0.932	0.068	chr3L:+:17654616-17654726:17654781-17654900:17655217-17655645
849	FBgn0259176	bun	chr2L	-	12498524	12498903	12477114	12477166	12504078	12504832	849	56	11	151	3	454	75	0.0001612997919	0.00131914483277	0.457	0.893	-0.436	chr2L:-:12477114-12477166:12498524-12498903:12504078-12504832
1945	FBgn0020496	CtBP	chr3R	+	13024799	13025044	13021419	13021642	13025388	13026275	1945	106	98	85	31	320	75	0.000161883568048	0.00132130264039	0.202	0.391	-0.189	chr3R:+:13021419-13021642:13024799-13025044:13025388-13026275
3616	FBgn0034071	CG8405	chr2R	+	16056525	16056625	16049486	16049619	16056925	16057577	3616	90	0	57	9	175	75	0.000163118449898	0.00132875581475	1.0	0.731	0.269	chr2R:+:16049486-16049619:16056525-16056625:16056925-16057577
3693	FBgn0086779	step	chr2L	-	21756553	21756627	21743838	21743971	21757163	21757466	3693	282	2	79	8	149	75	0.000167299755846	0.00136013384182	0.986	0.833	0.153	chr2L:-:21743838-21743971:21756553-21756627:21757163-21757466
4484	FBgn0039923	MED26	chr4	-	783301	783937	778515	781669	786191	787026	4484	1887	0	863	8	711	75	0.000172652385611	0.00140089263767	1.0	0.919	0.081	chr4:-:778515-781669:783301-783937:786191-787026
932	FBgn0085638	CG41378	chr2R	-	2830707	2831043	2770418	2770710	2846507	2846661	932	1602	17	798	27	411	75	0.000177450190756	0.00143699860357	0.945	0.844	0.101	chr2R:-:2770418-2770710:2830707-2831043:2846507-2846661
4195	FBgn0261641	CG42724	chr3R	-	6364161	6364725	6362837	6363230	6365003	6365154	4195	166	16	202	2	639	75	0.000183255409637	0.00148110536556	0.549	0.922	-0.373	chr3R:-:6362837-6363230:6364161-6364725:6365003-6365154
202	FBgn0264492	CkIIalpha	chr3L	+	23100244	23100357	23099639	23099723	23102121	23103460	202	1699	464	1075	209	188	75	0.000187577682353	0.00151307778929	0.594	0.672	-0.078	chr3L:+:23099639-23099723:23100244-23100357:23102121-23103460
3791	FBgn0259214	PMCA	chr4	-	351883	352126	350602	350690	353942	353978	3791	2274	0	1239	12	318	75	0.000189976044298	0.00152943676988	1.0	0.961	0.039	chr4:-:350602-350690:351883-352126:353942-353978
938	FBgn0086690	cp309	chr3L	-	15073306	15073330	15072528	15073194	15074683	15075847	938	14	9	6	35	99	75	0.000190675758823	0.00153208343179	0.541	0.115	0.426	chr3L:-:15072528-15073194:15073306-15073330:15074683-15075847
33	FBgn0026401	Nipped-B	chr2R	-	4711813	4712045	4700939	4701261	4719769	4720210	33	2882	0	2600	19	307	75	0.000194849835217	0.00156258217368	1.0	0.971	0.029	chr2R:-:4700939-4701261:4711813-4712045:4719769-4720210
182	FBgn0016081	fry	chr3L	-	9660641	9660805	9643427	9643547	9662942	9663097	182	112	0	88	10	239	75	0.000197237511007	0.00157866457453	1.0	0.734	0.266	chr3L:-:9643427-9643547:9660641-9660805:9662942-9663097
3357	FBgn0015218	eIF-4E	chr3L	-	9401039	9401367	9400582	9400953	9402279	9402460	3357	8107	344	5372	308	403	75	0.000199506352485	0.00159373546569	0.814	0.764	0.05	chr3L:-:9400582-9400953:9401039-9401367:9402279-9402460
421	FBgn0085432	pan	chr4	+	85711	85799	82637	82746	94422	94615	421	278	0	205	10	163	75	0.000202161282547	0.00161182644193	1.0	0.904	0.096	chr4:+:82637-82746:85711-85799:94422-94615
2739	FBgn0032515	loqs	chr2L	+	13384656	13384794	13383736	13384022	13384983	13385671	2739	61	3	24	12	213	75	0.000208177038105	0.00165659184465	0.877	0.413	0.464	chr2L:+:13383736-13384022:13384656-13384794:13384983-13385671
423	FBgn0085432	pan	chr4	+	72816	72862	69652	69981	75067	75165	423	178	4	136	19	121	75	0.00021077563034	0.00167083177218	0.965	0.816	0.149	chr4:+:69652-69981:72816-72862:75067-75165
954	FBgn0039955	CG41099	chr3R	+	3864291	3864417	3849502	3850235	3864465	3864560	954	540	0	252	8	201	75	0.000210570334993	0.00167083177218	1.0	0.922	0.078	chr3R:+:3849502-3850235:3864291-3864417:3864465-3864560
556	FBgn0003256	rl	chr2R	+	1105846	1105981	1080330	1080441	1113197	1113482	556	1422	0	601	10	210	75	0.000211593543308	0.00167410217215	1.0	0.955	0.045	chr2R:+:1080330-1080441:1105846-1105981:1113197-1113482
3212	FBgn0058178	CG40178	chr3L	-	25933195	25933410	25843724	25844107	25961359	25961540	3212	1133	0	990	13	290	75	0.000227077896587	0.00178349299717	1.0	0.952	0.048	chr3L:-:25843724-25844107:25933195-25933410:25961359-25961540
3349	FBgn0040238	Best1	chr3R	-	10167248	10167461	10166123	10166234	10170191	10170487	3349	575	0	298	8	288	75	0.000226391032568	0.00178349299717	1.0	0.907	0.093	chr3R:-:10166123-10166234:10167248-10167461:10170191-10170487
3577	FBgn0010434	cora	chr2R	+	19242483	19242585	19242173	19242395	19242703	19242859	3577	351	10	253	27	177	75	0.000226020533683	0.00178349299717	0.937	0.799	0.138	chr2R:+:19242173-19242395:19242483-19242585:19242703-19242859
3678	FBgn0052850	CG32850	chr4	+	316392	316509	314922	315179	319448	321385	3678	1015	0	345	8	192	75	0.000227147050003	0.00178349299717	1.0	0.944	0.056	chr4:+:314922-315179:316392-316509:319448-321385
4135	FBgn0001248	Idh	chr3L	-	8358555	8358715	8356403	8357905	8360792	8360906	4135	88	321	68	121	235	75	0.000240092613554	0.00188156070964	0.08	0.152	-0.072	chr3L:-:8356403-8357905:8358555-8358715:8360792-8360906
3929	FBgn0034504	CG8929	chr2R	+	20327866	20328134	20327269	20327393	20328326	20329021	3929	157	20	93	36	343	75	0.000246114010918	0.0019250963354	0.632	0.361	0.271	chr2R:+:20327269-20327393:20327866-20328134:20328326-20329021
2799	FBgn0260987	vtd	chr3L	+	27140118	27140242	27136945	27137236	27146394	27146574	2799	882	0	267	7	199	75	0.000260600996822	0.00203455976725	1.0	0.935	0.065	chr3L:+:27136945-27137236:27140118-27140242:27146394-27146574
1153	FBgn0036463	Reck	chr3L	-	15007934	15007990	15004947	15005062	15011192	15011764	1153	80	0	19	5	131	75	0.000269438808077	0.00209958920256	1.0	0.685	0.315	chr3L:-:15004947-15005062:15007934-15007990:15011192-15011764
3025	FBgn0261403	sxc	chr2R	+	5320418	5320615	5316268	5316479	5325803	5325999	3025	825	2	320	9	272	75	0.000280171056062	0.00217910821382	0.991	0.907	0.084	chr2R:+:5316268-5316479:5320418-5320615:5325803-5325999
3821	FBgn0004509	Fur1	chr3R	-	25431916	25431981	25396711	25397562	25472481	25473058	3821	95	0	91	11	140	75	0.000287195773741	0.00222954613825	1.0	0.816	0.184	chr3R:-:25396711-25397562:25431916-25431981:25472481-25473058
4486	FBgn0039923	MED26	chr4	-	783173	783245	778515	781669	786191	787026	4486	191	0	111	8	147	75	0.000295042239103	0.00228616219042	1.0	0.876	0.124	chr4:-:778515-781669:783173-783245:786191-787026
1614	FBgn0040793	CG7630	chr3L	+	17425578	17425640	17425476	17425517	17425909	17426079	1614	2989	0	1191	8	137	75	0.000299819826376	0.00231449697744	1.0	0.988	0.012	chr3L:+:17425476-17425517:17425578-17425640:17425909-17426079
272	FBgn0030412	Tomosyn	chrX	+	12633912	12633957	12631604	12631813	12635731	12636283	272	49	49	38	103	120	75	0.000299320912607	0.00231449697744	0.385	0.187	0.198	chrX:+:12631604-12631813:12633912-12633957:12635731-12636283
91	FBgn0026401	Nipped-B	chr2R	-	4712100	4712775	4711813	4712045	4719769	4720210	91	6803	20	6968	51	750	75	0.000301862871439	0.00232592100568	0.971	0.932	0.039	chr2R:-:4711813-4712045:4712100-4712775:4719769-4720210
2623	FBgn0036336	ste14	chr3L	+	13018687	13019059	13018265	13018620	13019187	13019687	2623	195	0	74	6	447	75	0.000304505001912	0.00234190997746	1.0	0.674	0.326	chr3L:+:13018265-13018620:13018687-13019059:13019187-13019687
2349	FBgn0015286	Rala	chrX	-	3716471	3716667	3710068	3710248	3719362	3719635	2349	131	479	29	226	271	75	0.000314516303309	0.00241410160058	0.07	0.034	0.036	chrX:-:3710068-3710248:3716471-3716667:3719362-3719635
2707	FBgn0262614	pyd	chr3R	-	8881263	8881339	8864785	8865299	8930715	8931896	2707	233	0	134	8	151	75	0.000315060717364	0.00241410160058	1.0	0.893	0.107	chr3R:-:8864785-8865299:8881263-8881339:8930715-8931896
808	FBgn0034091	mrj	chr2R	-	16205319	16205580	16204824	16205031	16205709	16205819	808	4	187	37	303	336	75	0.000320389183893	0.00245038394348	0.005	0.027	-0.022	chr2R:-:16204824-16205031:16205319-16205580:16205709-16205819
2271	FBgn0039969	Fis1	chr2R	-	5604582	5604650	5603586	5603761	5604709	5604834	2271	286	0	95	6	143	75	0.000328845560019	0.0025011642042	1.0	0.893	0.107	chr2R:-:5603586-5603761:5604582-5604650:5604709-5604834
3367	FBgn0011725	twin	chr3R	-	24220531	24220563	24220214	24220343	24221792	24221965	3367	70	1	26	8	107	75	0.000327886372197	0.0025011642042	0.98	0.695	0.285	chr3R:-:24220214-24220343:24220531-24220563:24221792-24221965
4994	FBgn0002921	Atpalpha	chr3R	+	20960725	20960825	20957733	20958167	20963724	20963856	4994	224	389	48	159	175	75	0.000328816627474	0.0025011642042	0.198	0.115	0.083	chr3R:+:20957733-20958167:20960725-20960825:20963724-20963856
3503	FBgn0053208	Mical	chr3R	-	10041971	10041998	10037815	10037890	10042791	10042895	3503	214	18	421	88	102	75	0.00033828889262	0.00256825942375	0.897	0.779	0.118	chr3R:-:10037815-10037890:10041971-10041998:10042791-10042895
4490	FBgn0261808	cu	chr3R	+	11204564	11204831	11200408	11200568	11206905	11207138	4490	103	3	18	7	342	75	0.000342295400472	0.00259390826413	0.883	0.361	0.522	chr3R:+:11200408-11200568:11204564-11204831:11206905-11207138
3008	FBgn0026076	UBL3	chrX	-	15851087	15851196	15850545	15850710	15851584	15852739	3008	340	0	155	7	184	75	0.000348254046567	0.0026342293266	1.0	0.9	0.1	chrX:-:15850545-15850710:15851087-15851196:15851584-15852739
